stock,top5_buyers,top5_sellers,net_volume,daily_summary,avg_buy_price_buyers,avg_sell_price_buyers,avg_buy_price_sellers,avg_sell_price_sellers
DKFT,"1. PD: 50,406 lot (4.50B) [Mix] | Avg Buy: 893
2. XL: 38,005 lot (3.37B) [Retail] | Avg Buy: 886
3. CP: 22,550 lot (2.02B) [Mix] | Avg Buy: 894 | Avg Sell: 883
4. YB: 18,745 lot (1.67B) [Retail] | Avg Buy: 891
5. KI: 16,402 lot (1.43B) [Bandar] | Avg Buy: 872","1. ZP: 58,532 lot (5.19B) [Bandar] | Avg Sell: 888
2. BQ: 44,805 lot (4.00B) [Bandar] | Avg Buy: 867 | Avg Sell: 891
3. CC: 42,242 lot (3.76B) [Mix] | Avg Sell: 890
4. RF: 25,000 lot (2.24B) [Bandar] | Avg Sell: 896
5. AZ: 21,553 lot (1.91B) [Retail] | Avg Buy: 877 | Avg Sell: 885",-46024,"Buyer: Mix 50%, Seller: Bandar 67% | Avg Buy Price: 887 | Avg Sell Price: 890",887.2,883.0,872.0,890.0
ENRG,"1. AK: 199,066 lot (31.89B) [Bandar] | Avg Buy: 1,615 | Avg Sell: 1,686
2. AZ: 138,992 lot (22.92B) [Retail] | Avg Buy: 1,649
3. XL: 130,635 lot (22.03B) [Retail] | Avg Buy: 1,686
4. LG: 113,292 lot (18.85B) [Bandar] | Avg Buy: 1,664
5. MG: 69,104 lot (11.59B) [Mix] | Avg Buy: 1,678","1. PD: 435,943 lot (70.79B) [Mix] | Avg Buy: 1,685 | Avg Sell: 1,624
2. NI: 338,646 lot (55.74B) [Bandar] | Avg Sell: 1,646
3. DR: 159,433 lot (27.12B) [Retail] | Avg Buy: 1,631 | Avg Sell: 1,685
4. CD: 84,455 lot (14.24B) [Bandar] | Avg Buy: 1,636 | Avg Sell: 1,686
5. YU: 82,678 lot (13.98B) [Bandar] | Avg Buy: 1,612 | Avg Sell: 1,687",-450066,"Buyer: Bandar 48%, Seller: Bandar 46% | Avg Buy Price: 1,658 | Avg Sell Price: 1,666",1658.4,1686.0,1641.0,1665.6
INDY,"1. XL: 60,476 lot (22.88B) [Retail] | Avg Buy: 3,783
2. AK: 31,931 lot (11.98B) [Bandar] | Avg Buy: 3,774 | Avg Sell: 3,800
3. PD: 20,569 lot (7.78B) [Mix] | Avg Buy: 3,781
4. CP: 13,531 lot (5.12B) [Mix] | Avg Buy: 3,782
5. YP: 12,732 lot (4.82B) [Mix] | Avg Buy: 3,782","1. LG: 109,546 lot (41.13B) [Bandar] | Avg Sell: 3,755
2. CC: 14,970 lot (5.64B) [Mix] | Avg Sell: 3,769
3. AI: 13,975 lot (5.26B) [Bandar] | Avg Sell: 3,765
4. MG: 11,286 lot (4.28B) [Mix] | Avg Sell: 3,794
5. DP: 9,441 lot (3.54B) [Bandar] | Avg Sell: 3,750",-19979,"Buyer: Retail 43%, Seller: Bandar 84% | Avg Buy Price: 3,780 | Avg Sell Price: 3,767",3780.4,3800.0,,3766.6
INKP,"1. DH: 119,951 lot (125.30B) [Bandar] | Avg Buy: 10,446 | Avg Sell: 10,290
2. PD: 55,601 lot (57.31B) [Mix] | Avg Buy: 10,306
3. AK: 31,172 lot (32.09B) [Bandar] | Avg Buy: 10,296
4. BB: 24,818 lot (25.30B) [Mix] | Avg Buy: 10,196
5. KK: 13,997 lot (14.48B) [Bandar] | Avg Buy: 10,339 | Avg Sell: 10,290","1. DP: 243,839 lot (252.83B) [Bandar] | Avg Sell: 10,369
2. CC: 3,793 lot (3.88B) [Mix] | Avg Buy: 10,319 | Avg Sell: 10,275
3. XL: 3,633 lot (3.75B) [Retail] | Avg Sell: 10,311
4. YP: 3,227 lot (3.34B) [Mix] | Avg Sell: 10,351
5. BK: 2,930 lot (3.01B) [Bandar] | Avg Sell: 10,263",-11883,"Buyer: Bandar 67%, Seller: Bandar 96% | Avg Buy Price: 10,317 | Avg Sell Price: 10,314",10316.6,10290.0,10319.0,10313.8
JSMR,"1. AK: 20,239 lot (7.61B) [Bandar] | Avg Buy: 3,761
2. ZP: 5,934 lot (2.24B) [Bandar] | Avg Buy: 3,775 | Avg Sell: 3,743
3. CC: 5,330 lot (2.02B) [Mix] | Avg Buy: 3,779 | Avg Sell: 3,750
4. YP: 1,559 lot (587.68M) [Mix] | Avg Buy: 3,770
5. NI: 928 lot (349.07M) [Bandar] | Avg Buy: 3,761","1. BB: 15,878 lot (5.99B) [Mix] | Avg Sell: 3,771
2. AZ: 5,988 lot (2.27B) [Retail] | Avg Buy: 3,740 | Avg Sell: 3,788
3. LG: 4,701 lot (1.76B) [Bandar] | Avg Sell: 3,748
4. BQ: 2,546 lot (955.77M) [Bandar] | Avg Sell: 3,754
5. KK: 2,102 lot (792.17M) [Bandar] | Avg Buy: 3,753 | Avg Sell: 3,765",2775,"Buyer: Bandar 80%, Seller: Mix 51% | Avg Buy Price: 3,769 | Avg Sell Price: 3,765",3769.2,3746.5,3746.5,3765.2
JTPE,"1. PD: 4,145 lot (246.77M) [Mix] | Avg Buy: 595
2. YP: 2,757 lot (165.16M) [Mix] | Avg Buy: 599
3. IU: 2,323 lot (139.84M) [Bandar] | Avg Buy: 602 | Avg Sell: 602
4. LS: 1,874 lot (112.15M) [Retail] | Avg Buy: 598
5. PI: 1,825 lot (109.28M) [Retail] | Avg Buy: 599","1. ZP: 4,525 lot (272.07M) [Bandar] | Avg Sell: 601
2. AK: 3,744 lot (226.59M) [Bandar] | Avg Sell: 605
3. SF: 2,854 lot (170.87M) [Bandar] | Avg Sell: 599
4. CC: 2,516 lot (151.12M) [Mix] | Avg Sell: 601
5. PC: 2,180 lot (130.64M) [Bandar] | Avg Sell: 599",-2895,"Buyer: Mix 53%, Seller: Bandar 84% | Avg Buy Price: 599 | Avg Sell Price: 601",598.6,602.0,,601.0
LPPF,"1. XL: 5,546 lot (1.07B) [Retail] | Avg Buy: 1,935
2. TP: 4,738 lot (916.80M) [Bandar] | Avg Buy: 1,935
3. BK: 3,362 lot (653.57M) [Bandar] | Avg Buy: 1,944
4. XC: 2,466 lot (478.86M) [Retail] | Avg Buy: 1,942
5. GR: 2,034 lot (395.21M) [Bandar] | Avg Buy: 1,943","1. YU: 8,761 lot (1.70B) [Bandar] | Avg Sell: 1,938
2. CC: 8,679 lot (1.68B) [Mix] | Avg Sell: 1,939
3. SQ: 2,502 lot (486.14M) [Bandar] | Avg Sell: 1,943
4. ZP: 829 lot (161.13M) [Bandar] | Avg Sell: 1,944
5. KK: 715 lot (138.85M) [Bandar] | Avg Sell: 1,942",-3340,"Buyer: Bandar 56%, Seller: Bandar 60% | Avg Buy Price: 1,940 | Avg Sell Price: 1,941",1939.8,,,1941.2
MAPI,"1. AZ: 131,345 lot (17.68B) [Retail] | Avg Buy: 1,346
2. TP: 52,229 lot (6.90B) [Bandar] | Avg Buy: 1,322
3. AK: 36,833 lot (4.90B) [Bandar] | Avg Buy: 1,330
4. MG: 28,658 lot (3.88B) [Mix] | Avg Buy: 1,354
5. KI: 28,651 lot (3.79B) [Bandar] | Avg Buy: 1,323","1. ZP: 78,936 lot (10.48B) [Bandar] | Avg Sell: 1,328
2. BK: 50,276 lot (6.68B) [Bandar] | Avg Buy: 1,322 | Avg Sell: 1,328
3. BQ: 40,403 lot (5.41B) [Bandar] | Avg Sell: 1,339
4. NI: 34,387 lot (4.56B) [Bandar] | Avg Sell: 1,325
5. YP: 24,124 lot (3.23B) [Mix] | Avg Sell: 1,339",49590,"Buyer: Retail 47%, Seller: Bandar 89% | Avg Buy Price: 1,335 | Avg Sell Price: 1,332",1335.0,,1322.0,1331.8
MEDC,"1. LG: 94,866 lot (16.35B) [Bandar] | Avg Buy: 1,724
2. TP: 70,017 lot (12.02B) [Bandar] | Avg Buy: 1,716
3. XL: 64,801 lot (11.19B) [Retail] | Avg Buy: 1,726
4. ZP: 59,292 lot (10.21B) [Bandar] | Avg Buy: 1,722
5. KZ: 50,761 lot (8.75B) [Mix] | Avg Buy: 1,724","1. CC: 290,698 lot (50.20B) [Mix] | Avg Sell: 1,727
2. BB: 80,292 lot (13.92B) [Mix] | Avg Sell: 1,734
3. PD: 71,823 lot (12.27B) [Mix] | Avg Sell: 1,709
4. MG: 60,431 lot (10.31B) [Mix] | Avg Sell: 1,706
5. EP: 26,306 lot (4.46B) [Mix] | Avg Sell: 1,696",-189813,"Buyer: Bandar 66%, Seller: Mix 100% | Avg Buy Price: 1,722 | Avg Sell Price: 1,714",1722.4,,,1714.4
MPMX,"1. PD: 6,197 lot (631.98M) [Mix] | Avg Buy: 1,020 | Avg Sell: 1,022
2. KZ: 2,933 lot (299.17M) [Mix] | Avg Buy: 1,020
3. ZP: 1,054 lot (107.61M) [Bandar] | Avg Buy: 1,021
4. CC: 1,011 lot (103.18M) [Mix] | Avg Buy: 1,021
5. GR: 1,000 lot (102.50M) [Bandar] | Avg Buy: 1,025","1. EP: 4,399 lot (448.70M) [Mix] | Avg Sell: 1,020
2. XL: 2,848 lot (291.05M) [Retail] | Avg Sell: 1,022
3. OD: 1,750 lot (178.63M) [Bandar] | Avg Sell: 1,021
4. YB: 1,404 lot (143.21M) [Retail] | Avg Sell: 1,020
5. YP: 1,276 lot (130.52M) [Mix] | Avg Sell: 1,023",518,"Buyer: Mix 83%, Seller: Mix 49% | Avg Buy Price: 1,021 | Avg Sell Price: 1,021",1021.4,1022.0,,1021.2
MREI,"1. YP: 410 lot (48.54M) [Mix] | Avg Buy: 1,184
2. ZP: 374 lot (42.81M) [Bandar] | Avg Buy: 1,145
3. RG: 5 lot (532,500) [Bandar] | Avg Buy: 1,130 | Avg Sell: 1,195","1. XL: 296 lot (34.99M) [Retail] | Avg Sell: 1,182
2. OD: 250 lot (28.38M) [Bandar] | Avg Sell: 1,135
3. EP: 126 lot (15.06M) [Mix] | Avg Sell: 1,195
4. CC: 113 lot (13.38M) [Mix] | Avg Sell: 1,184",4,"Buyer: Mix 52%, Seller: Retail 38% | Avg Buy Price: 1,153 | Avg Sell Price: 1,174",1153.0,1195.0,,1174.0
PANS,"1. GR: 1,253 lot (219.89M) [Bandar] | Avg Buy: 1,755
2. NI: 1,018 lot (178.55M) [Bandar] | Avg Buy: 1,754
3. PD: 584 lot (101.80M) [Mix] | Avg Buy: 1,751 | Avg Sell: 1,761
4. AK: 166 lot (29.05M) [Bandar] | Avg Buy: 1,750
5. EP: 68 lot (11.94M) [Mix] | Avg Buy: 1,756","1. XL: 917 lot (160.82M) [Retail] | Avg Sell: 1,754
2. YP: 818 lot (143.02M) [Mix] | Avg Sell: 1,748
3. XC: 532 lot (93.31M) [Retail] | Avg Sell: 1,754
4. KK: 344 lot (60.06M) [Bandar] | Avg Sell: 1,746
5. CC: 304 lot (53.52M) [Mix] | Avg Sell: 1,761",174,"Buyer: Bandar 79%, Seller: Retail 50% | Avg Buy Price: 1,753 | Avg Sell Price: 1,753",1753.2,1761.0,,1752.6
PGAS,"1. DX: 116,452 lot (26.21B) [Bandar] | Avg Buy: 2,251
2. YU: 111,637 lot (25.02B) [Bandar] | Avg Buy: 2,241
3. ZP: 96,248 lot (21.65B) [Bandar] | Avg Buy: 2,249
4. BB: 13,330 lot (3.02B) [Mix] | Avg Buy: 2,262
5. AG: 8,178 lot (1.83B) [Bandar] | Avg Buy: 2,241 | Avg Sell: 2,245","1. DH: 98,925 lot (22.31B) [Bandar] | Avg Sell: 2,255
2. AK: 53,824 lot (12.02B) [Bandar] | Avg Buy: 2,257 | Avg Sell: 2,241
3. PD: 36,315 lot (8.17B) [Mix] | Avg Sell: 2,249
4. CC: 28,393 lot (6.34B) [Mix] | Avg Buy: 2,253 | Avg Sell: 2,239
5. AO: 18,665 lot (4.22B) [Bandar] | Avg Sell: 2,261",109723,"Buyer: Bandar 96%, Seller: Bandar 73% | Avg Buy Price: 2,249 | Avg Sell Price: 2,249",2248.8,2245.0,2255.0,2249.0
PTBA,"1. ZP: 22,216 lot (5.81B) [Bandar] | Avg Buy: 2,616
2. SQ: 21,104 lot (5.50B) [Bandar] | Avg Buy: 2,608
3. AK: 5,883 lot (1.54B) [Bandar] | Avg Buy: 2,622 | Avg Sell: 2,614
4. AG: 5,683 lot (1.49B) [Bandar] | Avg Buy: 2,620
5. PD: 3,946 lot (1.03B) [Mix] | Avg Buy: 2,612","1. TP: 21,074 lot (5.49B) [Bandar] | Avg Sell: 2,607
2. CC: 20,088 lot (5.25B) [Mix] | Avg Sell: 2,613
3. CD: 13,883 lot (3.60B) [Bandar] | Avg Sell: 2,590
4. BK: 4,648 lot (1.22B) [Bandar] | Avg Buy: 2,608 | Avg Sell: 2,624
5. AZ: 4,007 lot (1.05B) [Retail] | Avg Sell: 2,613",-4868,"Buyer: Bandar 93%, Seller: Bandar 62% | Avg Buy Price: 2,616 | Avg Sell Price: 2,609",2615.6,2614.0,2608.0,2609.4
SMDR,"1. ZP: 25,040 lot (1.02B) [Bandar] | Avg Buy: 406 | Avg Sell: 401
2. SQ: 24,963 lot (1.01B) [Bandar] | Avg Buy: 405
3. YU: 12,849 lot (520.12M) [Bandar] | Avg Buy: 405
4. AK: 11,175 lot (452.59M) [Bandar] | Avg Buy: 405 | Avg Sell: 405
5. CC: 10,006 lot (406.82M) [Mix] | Avg Buy: 407","1. CP: 23,262 lot (918.56M) [Mix] | Avg Buy: 406 | Avg Sell: 400
2. YP: 18,672 lot (758.54M) [Mix] | Avg Sell: 406
3. XL: 12,798 lot (529.63M) [Retail] | Avg Buy: 402 | Avg Sell: 406
4. PD: 12,213 lot (501.25M) [Mix] | Avg Buy: 402 | Avg Sell: 407
5. DR: 10,806 lot (436.21M) [Retail] | Avg Sell: 404",6282,"Buyer: Bandar 88%, Seller: Mix 70% | Avg Buy Price: 406 | Avg Sell Price: 405",405.6,403.0,403.3333333333333,404.6
SMSM,"1. BB: 8,234 lot (1.50B) [Mix] | Avg Buy: 1,825 | Avg Sell: 1,811
2. XL: 2,530 lot (457.22M) [Retail] | Avg Buy: 1,814 | Avg Sell: 1,824
3. TP: 1,777 lot (322.53M) [Bandar] | Avg Buy: 1,815
4. PD: 1,461 lot (265.32M) [Mix] | Avg Buy: 1,816
5. ZP: 621 lot (113.31M) [Bandar] | Avg Buy: 1,824 | Avg Sell: 1,810","1. OD: 7,041 lot (1.28B) [Bandar] | Avg Sell: 1,825
2. AK: 2,788 lot (506.31M) [Bandar] | Avg Sell: 1,816
3. KZ: 2,419 lot (438.32M) [Mix] | Avg Sell: 1,812
4. YP: 1,088 lot (197.59M) [Mix] | Avg Sell: 1,816
5. YU: 910 lot (165.16M) [Bandar] | Avg Sell: 1,815",377,"Buyer: Mix 66%, Seller: Bandar 75% | Avg Buy Price: 1,819 | Avg Sell Price: 1,817",1818.8,1815.0,,1816.8
TALF,"1. XL: 1,899 lot (142.80M) [Retail] | Avg Buy: 752
2. CC: 456 lot (32.79M) [Mix] | Avg Buy: 719
3. YP: 401 lot (31.00M) [Mix] | Avg Buy: 773
4. GI: 16 lot (1.15M) [Bandar] | Avg Buy: 720","1. AI: 3,048 lot (242.07M) [Bandar] | Avg Sell: 794
2. MG: 100 lot (7.60M) [Mix] | Avg Sell: 760",-376,"Buyer: Retail 69%, Seller: Bandar 97% | Avg Buy Price: 741 | Avg Sell Price: 777",741.0,,,777.0
TARA,"1. IU: 7,000 lot (28.00M) [Bandar] | Avg Buy: 40
2. CP: 4,000 lot (14.80M) [Mix] | Avg Buy: 37
3. YP: 3,509 lot (13.69M) [Mix] | Avg Buy: 39
4. DU: 93 lot (364,500) [Bandar] | Avg Buy: 39","1. HD: 14,856 lot (59.42M) [Bandar] | Avg Sell: 40
2. MG: 3,100 lot (12.40M) [Mix] | Avg Buy: 40 | Avg Sell: 40
3. CC: 2,464 lot (9.86M) [Mix] | Avg Buy: 40 | Avg Sell: 40
4. GR: 100 lot (400,000) [Bandar] | Avg Sell: 40",-5918,"Buyer: Mix 51%, Seller: Bandar 73% | Avg Buy Price: 39 | Avg Sell Price: 40",38.75,,40.0,40.0
TINS,"1. AK: 236,740 lot (99.02B) [Bandar] | Avg Buy: 4,183
2. CC: 125,321 lot (52.38B) [Mix] | Avg Buy: 4,179
3. BK: 41,341 lot (17.35B) [Bandar] | Avg Buy: 4,197
4. LG: 19,331 lot (8.55B) [Bandar] | Avg Buy: 4,298 | Avg Sell: 4,108
5. YU: 18,971 lot (7.98B) [Bandar] | Avg Buy: 4,208","1. MG: 105,068 lot (44.09B) [Mix] | Avg Sell: 4,196
2. BB: 82,847 lot (35.56B) [Mix] | Avg Sell: 4,292
3. XL: 47,304 lot (19.88B) [Retail] | Avg Sell: 4,203
4. NI: 34,978 lot (14.50B) [Bandar] | Avg Sell: 4,145
5. SS: 28,700 lot (12.54B) [Bandar] | Avg Sell: 4,369",142807,"Buyer: Bandar 72%, Seller: Mix 63% | Avg Buy Price: 4,213 | Avg Sell Price: 4,241",4213.0,4108.0,,4241.0
TOTL,"1. XL: 6,707 lot (724.63M) [Retail] | Avg Buy: 1,080
2. GR: 6,468 lot (692.43M) [Bandar] | Avg Buy: 1,071
3. AK: 4,267 lot (458.38M) [Bandar] | Avg Buy: 1,074
4. KK: 3,518 lot (382.76M) [Bandar] | Avg Buy: 1,088
5. YU: 2,349 lot (252.99M) [Bandar] | Avg Buy: 1,077","1. SQ: 10,823 lot (1.16B) [Bandar] | Avg Sell: 1,074
2. YP: 3,460 lot (370.30M) [Mix] | Avg Buy: 1,067 | Avg Sell: 1,070
3. AZ: 2,878 lot (305.93M) [Retail] | Avg Sell: 1,063
4. RX: 2,489 lot (266.32M) [Bandar] | Avg Sell: 1,070
5. NI: 2,028 lot (221.05M) [Bandar] | Avg Sell: 1,090",1631,"Buyer: Bandar 71%, Seller: Bandar 71% | Avg Buy Price: 1,078 | Avg Sell Price: 1,073",1078.0,,1067.0,1073.4
TPMA,"1. XL: 28,186 lot (1.74B) [Retail] | Avg Buy: 619
2. AK: 10,343 lot (641.27M) [Bandar] | Avg Buy: 620
3. ZP: 8,883 lot (552.06M) [Bandar] | Avg Buy: 621
4. XC: 4,124 lot (255.24M) [Retail] | Avg Buy: 619
5. GR: 3,017 lot (186.20M) [Bandar] | Avg Buy: 617","1. NI: 23,917 lot (1.48B) [Bandar] | Avg Buy: 615 | Avg Sell: 620
2. SQ: 21,091 lot (1.31B) [Bandar] | Avg Sell: 620
3. XA: 7,772 lot (481.86M) [Bandar] | Avg Sell: 620
4. YB: 2,954 lot (183.15M) [Retail] | Avg Sell: 620
5. IF: 2,089 lot (128.47M) [Mix] | Avg Sell: 615",-3270,"Buyer: Retail 59%, Seller: Bandar 91% | Avg Buy Price: 619 | Avg Sell Price: 619",619.2,,615.0,619.0
