stock,top5_buyers,top5_sellers,net_volume,daily_summary,avg_buy_price_buyers,avg_sell_price_buyers,avg_buy_price_sellers,avg_sell_price_sellers,buyers_detail,sellers_detail
SCCO,"1. SQ: 165 lot (40.79M) [Bandar] | Avg Buy: 2,472
2. GR: 44 lot (11.00M) [Bandar] | Avg Buy: 2,500
3. YU: 20 lot (5.06M) [Bandar] | Avg Buy: 2,530","1. XL: 167 lot (41.52M) [Retail] | Avg Sell: 2,486
2. CC: 157 lot (38.76M) [Mix] | Avg Sell: 2,469
3. DR: 51 lot (12.55M) [Retail] | Avg Sell: 2,461",-146,"Buyer: Bandar 100%, Seller: Retail 58% | Avg Buy Price: 2,501 | Avg Sell Price: 2,472",2500.6666666666665,,,2472.0,"[{'broker': 'SQ', 'net_lot': 165, 'net_value': 40788000, 'avg_buy_price': 2472, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'GR', 'net_lot': 44, 'net_value': 11000000, 'avg_buy_price': 2500, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'YU', 'net_lot': 20, 'net_value': 5060000, 'avg_buy_price': 2530, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'XL', 'net_lot': 167, 'net_value': 41516200, 'avg_buy_price': None, 'avg_sell_price': 2486, 'category': 'Retail'}, {'broker': 'CC', 'net_lot': 157, 'net_value': 38763300, 'avg_buy_price': None, 'avg_sell_price': 2469, 'category': 'Mix'}, {'broker': 'DR', 'net_lot': 51, 'net_value': 12551100, 'avg_buy_price': None, 'avg_sell_price': 2461, 'category': 'Retail'}]"
SILO,"1. NI: 20,011 lot (5.72B) [Bandar] | Avg Buy: 2,857
2. LG: 2,512 lot (705.62M) [Bandar] | Avg Buy: 2,809
3. XL: 2,325 lot (653.92M) [Retail] | Avg Buy: 2,813
4. YP: 346 lot (98.09M) [Mix] | Avg Buy: 2,835
5. BK: 278 lot (77.98M) [Bandar] | Avg Buy: 2,805","1. ZP: 11,351 lot (3.22B) [Bandar] | Avg Sell: 2,833
2. KK: 3,776 lot (1.07B) [Bandar] | Avg Sell: 2,837
3. DP: 3,000 lot (864.00M) [Bandar] | Avg Sell: 2,880
4. CD: 2,000 lot (570.00M) [Bandar] | Avg Sell: 2,850
5. CC: 1,802 lot (511.35M) [Mix] | Avg Sell: 2,838",3543,"Buyer: Bandar 90%, Seller: Bandar 92% | Avg Buy Price: 2,824 | Avg Sell Price: 2,848",2823.8,,,2847.6,"[{'broker': 'NI', 'net_lot': 20011, 'net_value': 5718081500, 'avg_buy_price': 2857, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'LG', 'net_lot': 2512, 'net_value': 705620800, 'avg_buy_price': 2809, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'XL', 'net_lot': 2325, 'net_value': 653917500, 'avg_buy_price': 2813, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'YP', 'net_lot': 346, 'net_value': 98091000, 'avg_buy_price': 2835, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'BK', 'net_lot': 278, 'net_value': 77979000, 'avg_buy_price': 2805, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'ZP', 'net_lot': 11351, 'net_value': 3215826000, 'avg_buy_price': None, 'avg_sell_price': 2833, 'category': 'Bandar'}, {'broker': 'KK', 'net_lot': 3776, 'net_value': 1071251200, 'avg_buy_price': None, 'avg_sell_price': 2837, 'category': 'Bandar'}, {'broker': 'DP', 'net_lot': 3000, 'net_value': 864000000, 'avg_buy_price': None, 'avg_sell_price': 2880, 'category': 'Bandar'}, {'broker': 'CD', 'net_lot': 2000, 'net_value': 570000000, 'avg_buy_price': None, 'avg_sell_price': 2850, 'category': 'Bandar'}, {'broker': 'CC', 'net_lot': 1802, 'net_value': 511346900, 'avg_buy_price': None, 'avg_sell_price': 2838, 'category': 'Mix'}]"
SSTM,"1. XL: 2,560 lot (536.90M) [Retail] | Avg Buy: 2,097
2. CC: 1,423 lot (294.52M) [Mix] | Avg Buy: 2,070
3. PD: 329 lot (66.13M) [Mix] | Avg Buy: 2,010
4. XA: 196 lot (42.53M) [Bandar] | Avg Buy: 2,170
5. YP: 181 lot (35.04M) [Mix] | Avg Buy: 1,936","1. NI: 2,872 lot (558.66M) [Bandar] | Avg Sell: 1,945
2. LG: 2,387 lot (514.64M) [Bandar] | Avg Sell: 2,156
3. OD: 97 lot (19.42M) [Bandar] | Avg Sell: 2,002
4. RB: 29 lot (6.21M) [Retail] | Avg Sell: 2,140
5. IF: 19 lot (4.18M) [Mix] | Avg Sell: 2,200",-715,"Buyer: Retail 55%, Seller: Bandar 99% | Avg Buy Price: 2,057 | Avg Sell Price: 2,089",2056.6,,,2088.6,"[{'broker': 'XL', 'net_lot': 2560, 'net_value': 536904000, 'avg_buy_price': 2097, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'CC', 'net_lot': 1423, 'net_value': 294524800, 'avg_buy_price': 2070, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'PD', 'net_lot': 329, 'net_value': 66129000, 'avg_buy_price': 2010, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'XA', 'net_lot': 196, 'net_value': 42532000, 'avg_buy_price': 2170, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'YP', 'net_lot': 181, 'net_value': 35041600, 'avg_buy_price': 1936, 'avg_sell_price': None, 'category': 'Mix'}]","[{'broker': 'NI', 'net_lot': 2872, 'net_value': 558664400, 'avg_buy_price': None, 'avg_sell_price': 1945, 'category': 'Bandar'}, {'broker': 'LG', 'net_lot': 2387, 'net_value': 514637200, 'avg_buy_price': None, 'avg_sell_price': 2156, 'category': 'Bandar'}, {'broker': 'OD', 'net_lot': 97, 'net_value': 19419400, 'avg_buy_price': None, 'avg_sell_price': 2002, 'category': 'Bandar'}, {'broker': 'RB', 'net_lot': 29, 'net_value': 6206000, 'avg_buy_price': None, 'avg_sell_price': 2140, 'category': 'Retail'}, {'broker': 'IF', 'net_lot': 19, 'net_value': 4180000, 'avg_buy_price': None, 'avg_sell_price': 2200, 'category': 'Mix'}]"
ULTJ,"1. LG: 4,392 lot (665.07M) [Bandar] | Avg Buy: 1,514
2. BK: 2,905 lot (438.95M) [Bandar] | Avg Buy: 1,511
3. ZP: 2,651 lot (404.17M) [Bandar] | Avg Buy: 1,525
4. YP: 1,909 lot (290.17M) [Mix] | Avg Buy: 1,520
5. CC: 889 lot (132.30M) [Mix] | Avg Buy: 1,510 | Avg Sell: 1,520","1. AK: 2,918 lot (442.92M) [Bandar] | Avg Sell: 1,518
2. PD: 2,638 lot (401.31M) [Mix] | Avg Sell: 1,521
3. KK: 1,503 lot (229.66M) [Bandar] | Avg Sell: 1,528
4. RX: 1,463 lot (221.94M) [Bandar] | Avg Sell: 1,517
5. NI: 1,403 lot (212.28M) [Bandar] | Avg Sell: 1,513",2821,"Buyer: Bandar 78%, Seller: Bandar 73% | Avg Buy Price: 1,516 | Avg Sell Price: 1,519",1516.0,1520.0,,1519.4,"[{'broker': 'LG', 'net_lot': 4392, 'net_value': 665073100, 'avg_buy_price': 1514, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'BK', 'net_lot': 2905, 'net_value': 438945500, 'avg_buy_price': 1511, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'ZP', 'net_lot': 2651, 'net_value': 404168400, 'avg_buy_price': 1525, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'YP', 'net_lot': 1909, 'net_value': 290168000, 'avg_buy_price': 1520, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'CC', 'net_lot': 889, 'net_value': 132304000, 'avg_buy_price': 1510, 'avg_sell_price': 1520, 'category': 'Mix'}]","[{'broker': 'AK', 'net_lot': 2918, 'net_value': 442922800, 'avg_buy_price': None, 'avg_sell_price': 1518, 'category': 'Bandar'}, {'broker': 'PD', 'net_lot': 2638, 'net_value': 401313200, 'avg_buy_price': None, 'avg_sell_price': 1521, 'category': 'Mix'}, {'broker': 'KK', 'net_lot': 1503, 'net_value': 229658400, 'avg_buy_price': None, 'avg_sell_price': 1528, 'category': 'Bandar'}, {'broker': 'RX', 'net_lot': 1463, 'net_value': 221937100, 'avg_buy_price': None, 'avg_sell_price': 1517, 'category': 'Bandar'}, {'broker': 'NI', 'net_lot': 1403, 'net_value': 212278900, 'avg_buy_price': None, 'avg_sell_price': 1513, 'category': 'Bandar'}]"
GHON,"1. YP: 283 lot (49.98M) [Mix] | Avg Buy: 1,766","1. GR: 243 lot (42.67M) [Bandar] | Avg Sell: 1,756
2. NI: 70 lot (12.19M) [Bandar] | Avg Sell: 1,742",-30,"Buyer: Mix 100%, Seller: Bandar 100% | Avg Buy Price: 1,766 | Avg Sell Price: 1,749",1766.0,,,1749.0,"[{'broker': 'YP', 'net_lot': 283, 'net_value': 49977800, 'avg_buy_price': 1766, 'avg_sell_price': None, 'category': 'Mix'}]","[{'broker': 'GR', 'net_lot': 243, 'net_value': 42670800, 'avg_buy_price': None, 'avg_sell_price': 1756, 'category': 'Bandar'}, {'broker': 'NI', 'net_lot': 70, 'net_value': 12194000, 'avg_buy_price': None, 'avg_sell_price': 1742, 'category': 'Bandar'}]"
EDGE,"1. YP: 380 lot (199.36M) [Mix] | Avg Buy: 5,246
2. XL: 119 lot (62.46M) [Retail] | Avg Buy: 5,249
3. EP: 117 lot (61.06M) [Mix] | Avg Buy: 5,219
4. GR: 70 lot (37.56M) [Bandar] | Avg Buy: 5,366
5. KK: 66 lot (33.96M) [Bandar] | Avg Buy: 5,145","1. OD: 454 lot (229.41M) [Bandar] | Avg Sell: 5,053
2. CC: 280 lot (149.28M) [Mix] | Avg Buy: 5,185 | Avg Sell: 5,292
3. PD: 125 lot (65.35M) [Mix] | Avg Sell: 5,228
4. AG: 22 lot (11.46M) [Bandar] | Avg Sell: 5,208
5. YU: 3 lot (1.59M) [Bandar] | Avg Sell: 5,300",-132,"Buyer: Mix 66%, Seller: Bandar 54% | Avg Buy Price: 5,245 | Avg Sell Price: 5,216",5245.0,,5185.0,5216.2,"[{'broker': 'YP', 'net_lot': 380, 'net_value': 199360400, 'avg_buy_price': 5246, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'XL', 'net_lot': 119, 'net_value': 62463100, 'avg_buy_price': 5249, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'EP', 'net_lot': 117, 'net_value': 61062300, 'avg_buy_price': 5219, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'GR', 'net_lot': 70, 'net_value': 37562000, 'avg_buy_price': 5366, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'KK', 'net_lot': 66, 'net_value': 33959200, 'avg_buy_price': 5145, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'OD', 'net_lot': 454, 'net_value': 229411200, 'avg_buy_price': None, 'avg_sell_price': 5053, 'category': 'Bandar'}, {'broker': 'CC', 'net_lot': 280, 'net_value': 149278100, 'avg_buy_price': 5185, 'avg_sell_price': 5292, 'category': 'Mix'}, {'broker': 'PD', 'net_lot': 125, 'net_value': 65348900, 'avg_buy_price': None, 'avg_sell_price': 5228, 'category': 'Mix'}, {'broker': 'AG', 'net_lot': 22, 'net_value': 11457600, 'avg_buy_price': None, 'avg_sell_price': 5208, 'category': 'Bandar'}, {'broker': 'YU', 'net_lot': 3, 'net_value': 1590000, 'avg_buy_price': None, 'avg_sell_price': 5300, 'category': 'Bandar'}]"
ELPI,"1. CC: 4,814 lot (622.14M) [Mix] | Avg Buy: 1,292
2. GR: 4,351 lot (567.54M) [Bandar] | Avg Buy: 1,304
3. ZP: 3,208 lot (400.50M) [Bandar] | Avg Buy: 1,258 | Avg Sell: 1,384
4. KK: 2,298 lot (299.12M) [Bandar] | Avg Buy: 1,302
5. YP: 1,755 lot (238.33M) [Mix] | Avg Buy: 1,358","1. XL: 6,868 lot (885.22M) [Retail] | Avg Sell: 1,289
2. AZ: 6,031 lot (736.39M) [Retail] | Avg Sell: 1,221
3. CP: 3,150 lot (398.66M) [Mix] | Avg Sell: 1,266
4. OD: 1,513 lot (198.20M) [Bandar] | Avg Sell: 1,310
5. AK: 1,162 lot (155.83M) [Bandar] | Avg Sell: 1,341",-2298,"Buyer: Bandar 60%, Seller: Retail 69% | Avg Buy Price: 1,303 | Avg Sell Price: 1,285",1302.8,1384.0,,1285.4,"[{'broker': 'CC', 'net_lot': 4814, 'net_value': 622137000, 'avg_buy_price': 1292, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'GR', 'net_lot': 4351, 'net_value': 567536600, 'avg_buy_price': 1304, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'ZP', 'net_lot': 3208, 'net_value': 400504600, 'avg_buy_price': 1258, 'avg_sell_price': 1384, 'category': 'Bandar'}, {'broker': 'KK', 'net_lot': 2298, 'net_value': 299118000, 'avg_buy_price': 1302, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'YP', 'net_lot': 1755, 'net_value': 238329000, 'avg_buy_price': 1358, 'avg_sell_price': None, 'category': 'Mix'}]","[{'broker': 'XL', 'net_lot': 6868, 'net_value': 885223700, 'avg_buy_price': None, 'avg_sell_price': 1289, 'category': 'Retail'}, {'broker': 'AZ', 'net_lot': 6031, 'net_value': 736385100, 'avg_buy_price': None, 'avg_sell_price': 1221, 'category': 'Retail'}, {'broker': 'CP', 'net_lot': 3150, 'net_value': 398660400, 'avg_buy_price': None, 'avg_sell_price': 1266, 'category': 'Mix'}, {'broker': 'OD', 'net_lot': 1513, 'net_value': 198203000, 'avg_buy_price': None, 'avg_sell_price': 1310, 'category': 'Bandar'}, {'broker': 'AK', 'net_lot': 1162, 'net_value': 155826600, 'avg_buy_price': None, 'avg_sell_price': 1341, 'category': 'Bandar'}]"
GRIA,"1. OD: 106,614 lot (1.37B) [Bandar] | Avg Buy: 128
2. AZ: 10,693 lot (137.94M) [Retail] | Avg Buy: 129
3. XC: 6,648 lot (85.76M) [Retail] | Avg Buy: 129
4. XA: 5,136 lot (66.25M) [Bandar] | Avg Buy: 129
5. CP: 3,804 lot (48.69M) [Mix] | Avg Buy: 128","1. BQ: 60,032 lot (768.41M) [Bandar] | Avg Sell: 128
2. HD: 21,172 lot (273.12M) [Bandar] | Avg Sell: 129
3. AG: 19,214 lot (247.86M) [Bandar] | Avg Buy: 129 | Avg Sell: 129
4. AN: 14,146 lot (182.48M) [Bandar] | Avg Buy: 129 | Avg Sell: 129
5. PD: 12,284 lot (158.46M) [Mix] | Avg Sell: 129",6047,"Buyer: Bandar 84%, Seller: Bandar 90% | Avg Buy Price: 129 | Avg Sell Price: 129",128.6,,129.0,128.8,"[{'broker': 'OD', 'net_lot': 106614, 'net_value': 1367650200, 'avg_buy_price': 128, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'AZ', 'net_lot': 10693, 'net_value': 137939700, 'avg_buy_price': 129, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'XC', 'net_lot': 6648, 'net_value': 85759200, 'avg_buy_price': 129, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'XA', 'net_lot': 5136, 'net_value': 66254400, 'avg_buy_price': 129, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'CP', 'net_lot': 3804, 'net_value': 48691200, 'avg_buy_price': 128, 'avg_sell_price': None, 'category': 'Mix'}]","[{'broker': 'BQ', 'net_lot': 60032, 'net_value': 768409600, 'avg_buy_price': None, 'avg_sell_price': 128, 'category': 'Bandar'}, {'broker': 'HD', 'net_lot': 21172, 'net_value': 273118800, 'avg_buy_price': None, 'avg_sell_price': 129, 'category': 'Bandar'}, {'broker': 'AG', 'net_lot': 19214, 'net_value': 247860600, 'avg_buy_price': 129, 'avg_sell_price': 129, 'category': 'Bandar'}, {'broker': 'AN', 'net_lot': 14146, 'net_value': 182483400, 'avg_buy_price': 129, 'avg_sell_price': 129, 'category': 'Bandar'}, {'broker': 'PD', 'net_lot': 12284, 'net_value': 158463600, 'avg_buy_price': None, 'avg_sell_price': 129, 'category': 'Mix'}]"
CYBR,"1. AK: 6,282 lot (1.07B) [Bandar] | Avg Buy: 1,686 | Avg Sell: 1,655
2. DP: 5,000 lot (831.50M) [Bandar] | Avg Buy: 1,663
3. YP: 1,988 lot (332.63M) [Mix] | Avg Buy: 1,666 | Avg Sell: 1,655
4. ZP: 1,900 lot (309.77M) [Bandar] | Avg Buy: 1,644 | Avg Sell: 1,694
5. NI: 1,688 lot (282.74M) [Bandar] | Avg Buy: 1,675","1. BK: 14,670 lot (2.43B) [Bandar] | Avg Sell: 1,654
2. CC: 1,990 lot (339.57M) [Mix] | Avg Buy: 1,647 | Avg Sell: 1,674
3. TP: 1,259 lot (210.22M) [Bandar] | Avg Sell: 1,670
4. DX: 400 lot (67.52M) [Bandar] | Avg Sell: 1,688
5. AG: 386 lot (63.69M) [Bandar] | Avg Sell: 1,650",-1847,"Buyer: Bandar 88%, Seller: Bandar 89% | Avg Buy Price: 1,667 | Avg Sell Price: 1,667",1666.8,1668.0,1647.0,1667.2,"[{'broker': 'AK', 'net_lot': 6282, 'net_value': 1065125100, 'avg_buy_price': 1686, 'avg_sell_price': 1655, 'category': 'Bandar'}, {'broker': 'DP', 'net_lot': 5000, 'net_value': 831500000, 'avg_buy_price': 1663, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'YP', 'net_lot': 1988, 'net_value': 332631900, 'avg_buy_price': 1666, 'avg_sell_price': 1655, 'category': 'Mix'}, {'broker': 'ZP', 'net_lot': 1900, 'net_value': 309770000, 'avg_buy_price': 1644, 'avg_sell_price': 1694, 'category': 'Bandar'}, {'broker': 'NI', 'net_lot': 1688, 'net_value': 282740000, 'avg_buy_price': 1675, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'BK', 'net_lot': 14670, 'net_value': 2427107900, 'avg_buy_price': None, 'avg_sell_price': 1654, 'category': 'Bandar'}, {'broker': 'CC', 'net_lot': 1990, 'net_value': 339570900, 'avg_buy_price': 1647, 'avg_sell_price': 1674, 'category': 'Mix'}, {'broker': 'TP', 'net_lot': 1259, 'net_value': 210222200, 'avg_buy_price': None, 'avg_sell_price': 1670, 'category': 'Bandar'}, {'broker': 'DX', 'net_lot': 400, 'net_value': 67520000, 'avg_buy_price': None, 'avg_sell_price': 1688, 'category': 'Bandar'}, {'broker': 'AG', 'net_lot': 386, 'net_value': 63690000, 'avg_buy_price': None, 'avg_sell_price': 1650, 'category': 'Bandar'}]"
ERAL,"1. CC: 31,275 lot (1.11B) [Mix] | Avg Buy: 355
2. XL: 26,826 lot (949.62M) [Retail] | Avg Buy: 354
3. SQ: 15,557 lot (553.83M) [Bandar] | Avg Buy: 356
4. BK: 12,147 lot (433.65M) [Bandar] | Avg Buy: 357
5. XC: 10,197 lot (360.23M) [Retail] | Avg Buy: 354 | Avg Sell: 359","1. AO: 69,064 lot (2.47B) [Bandar] | Avg Sell: 358
2. PD: 13,651 lot (485.52M) [Mix] | Avg Sell: 356
3. SS: 13,676 lot (484.13M) [Bandar] | Avg Sell: 354
4. AK: 13,092 lot (461.96M) [Bandar] | Avg Sell: 353
5. YU: 5,110 lot (179.57M) [Bandar] | Avg Sell: 351",-18591,"Buyer: Retail 39%, Seller: Bandar 88% | Avg Buy Price: 355 | Avg Sell Price: 354",355.2,359.0,,354.4,"[{'broker': 'CC', 'net_lot': 31275, 'net_value': 1110262500, 'avg_buy_price': 355, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'XL', 'net_lot': 26826, 'net_value': 949617600, 'avg_buy_price': 354, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'SQ', 'net_lot': 15557, 'net_value': 553829200, 'avg_buy_price': 356, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'BK', 'net_lot': 12147, 'net_value': 433647900, 'avg_buy_price': 357, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'XC', 'net_lot': 10197, 'net_value': 360229800, 'avg_buy_price': 354, 'avg_sell_price': 359, 'category': 'Retail'}]","[{'broker': 'AO', 'net_lot': 69064, 'net_value': 2472491200, 'avg_buy_price': None, 'avg_sell_price': 358, 'category': 'Bandar'}, {'broker': 'PD', 'net_lot': 13651, 'net_value': 485518200, 'avg_buy_price': None, 'avg_sell_price': 356, 'category': 'Mix'}, {'broker': 'SS', 'net_lot': 13676, 'net_value': 484130400, 'avg_buy_price': None, 'avg_sell_price': 354, 'category': 'Bandar'}, {'broker': 'AK', 'net_lot': 13092, 'net_value': 461956000, 'avg_buy_price': None, 'avg_sell_price': 353, 'category': 'Bandar'}, {'broker': 'YU', 'net_lot': 5110, 'net_value': 179567500, 'avg_buy_price': None, 'avg_sell_price': 351, 'category': 'Bandar'}]"
AYLS,"1. SH: 33,000 lot (980.10M) [Bandar] | Avg Buy: 297
2. QA: 20,364 lot (580.62M) [Bandar] | Avg Buy: 285
3. MG: 11,720 lot (338.11M) [Mix] | Avg Buy: 288
4. CC: 3,475 lot (99.62M) [Mix] | Avg Buy: 287
5. YU: 2,470 lot (71.63M) [Bandar] | Avg Buy: 290","1. XL: 28,926 lot (831.31M) [Retail] | Avg Sell: 287
2. LG: 17,525 lot (496.22M) [Bandar] | Avg Sell: 283
3. XC: 6,700 lot (192.83M) [Retail] | Avg Sell: 288
4. YP: 6,510 lot (190.74M) [Mix] | Avg Sell: 293
5. AZ: 5,081 lot (143.79M) [Retail] | Avg Sell: 283",6287,"Buyer: Bandar 79%, Seller: Retail 63% | Avg Buy Price: 289 | Avg Sell Price: 287",289.4,,,286.8,"[{'broker': 'SH', 'net_lot': 33000, 'net_value': 980100000, 'avg_buy_price': 297, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'QA', 'net_lot': 20364, 'net_value': 580619800, 'avg_buy_price': 285, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'MG', 'net_lot': 11720, 'net_value': 338106800, 'avg_buy_price': 288, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'CC', 'net_lot': 3475, 'net_value': 99619200, 'avg_buy_price': 287, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'YU', 'net_lot': 2470, 'net_value': 71630000, 'avg_buy_price': 290, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'XL', 'net_lot': 28926, 'net_value': 831308300, 'avg_buy_price': None, 'avg_sell_price': 287, 'category': 'Retail'}, {'broker': 'LG', 'net_lot': 17525, 'net_value': 496221400, 'avg_buy_price': None, 'avg_sell_price': 283, 'category': 'Bandar'}, {'broker': 'XC', 'net_lot': 6700, 'net_value': 192832400, 'avg_buy_price': None, 'avg_sell_price': 288, 'category': 'Retail'}, {'broker': 'YP', 'net_lot': 6510, 'net_value': 190743000, 'avg_buy_price': None, 'avg_sell_price': 293, 'category': 'Mix'}, {'broker': 'AZ', 'net_lot': 5081, 'net_value': 143792300, 'avg_buy_price': None, 'avg_sell_price': 283, 'category': 'Retail'}]"
KAQI,"1. XL: 43,132 lot (372.09M) [Retail] | Avg Buy: 86 | Avg Sell: 83
2. CC: 33,951 lot (280.75M) [Mix] | Avg Buy: 83 | Avg Sell: 87
3. CP: 22,765 lot (186.67M) [Mix] | Avg Buy: 82
4. EP: 17,475 lot (146.79M) [Mix] | Avg Buy: 84
5. GR: 7,438 lot (71.72M) [Bandar] | Avg Buy: 87 | Avg Sell: 82","1. BR: 68,967 lot (579.32M) [Bandar] | Avg Sell: 84
2. DR: 31,607 lot (278.14M) [Retail] | Avg Sell: 88
3. XA: 28,627 lot (237.60M) [Bandar] | Avg Sell: 83
4. KK: 22,005 lot (192.31M) [Bandar] | Avg Sell: 87
5. HD: 6,500 lot (53.95M) [Bandar] | Avg Sell: 83",-32945,"Buyer: Mix 59%, Seller: Bandar 80% | Avg Buy Price: 84 | Avg Sell Price: 85",84.4,84.0,,85.0,"[{'broker': 'XL', 'net_lot': 43132, 'net_value': 372092000, 'avg_buy_price': 86, 'avg_sell_price': 83, 'category': 'Retail'}, {'broker': 'CC', 'net_lot': 33951, 'net_value': 280749700, 'avg_buy_price': 83, 'avg_sell_price': 87, 'category': 'Mix'}, {'broker': 'CP', 'net_lot': 22765, 'net_value': 186673000, 'avg_buy_price': 82, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'EP', 'net_lot': 17475, 'net_value': 146790000, 'avg_buy_price': 84, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'GR', 'net_lot': 7438, 'net_value': 71716600, 'avg_buy_price': 87, 'avg_sell_price': 82, 'category': 'Bandar'}]","[{'broker': 'BR', 'net_lot': 68967, 'net_value': 579322800, 'avg_buy_price': None, 'avg_sell_price': 84, 'category': 'Bandar'}, {'broker': 'DR', 'net_lot': 31607, 'net_value': 278141600, 'avg_buy_price': None, 'avg_sell_price': 88, 'category': 'Retail'}, {'broker': 'XA', 'net_lot': 28627, 'net_value': 237604100, 'avg_buy_price': None, 'avg_sell_price': 83, 'category': 'Bandar'}, {'broker': 'KK', 'net_lot': 22005, 'net_value': 192306600, 'avg_buy_price': None, 'avg_sell_price': 87, 'category': 'Bandar'}, {'broker': 'HD', 'net_lot': 6500, 'net_value': 53950000, 'avg_buy_price': None, 'avg_sell_price': 83, 'category': 'Bandar'}]"
AGII,"1. AK: 7,130 lot (1.38B) [Bandar] | Avg Buy: 1,929
2. HP: 4,430 lot (862.81M) [Bandar] | Avg Buy: 1,948
3. BB: 4,370 lot (850.36M) [Mix] | Avg Buy: 1,946
4. KI: 2,883 lot (564.53M) [Bandar] | Avg Buy: 1,958
5. BK: 2,483 lot (472.27M) [Bandar] | Avg Buy: 1,902","1. PD: 6,258 lot (1.23B) [Mix] | Avg Sell: 1,960
2. RF: 5,000 lot (984.50M) [Bandar] | Avg Sell: 1,969
3. XL: 2,591 lot (502.74M) [Retail] | Avg Sell: 1,940
4. BS: 2,377 lot (453.77M) [Mix] | Avg Sell: 1,909
5. IF: 2,367 lot (418.72M) [Mix] | Avg Sell: 1,769",2703,"Buyer: Bandar 79%, Seller: Mix 59% | Avg Buy Price: 1,937 | Avg Sell Price: 1,909",1936.6,,,1909.4,"[{'broker': 'AK', 'net_lot': 7130, 'net_value': 1375072400, 'avg_buy_price': 1929, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'HP', 'net_lot': 4430, 'net_value': 862810600, 'avg_buy_price': 1948, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'BB', 'net_lot': 4370, 'net_value': 850361800, 'avg_buy_price': 1946, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'KI', 'net_lot': 2883, 'net_value': 564528900, 'avg_buy_price': 1958, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'BK', 'net_lot': 2483, 'net_value': 472266600, 'avg_buy_price': 1902, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'PD', 'net_lot': 6258, 'net_value': 1226489000, 'avg_buy_price': None, 'avg_sell_price': 1960, 'category': 'Mix'}, {'broker': 'RF', 'net_lot': 5000, 'net_value': 984500000, 'avg_buy_price': None, 'avg_sell_price': 1969, 'category': 'Bandar'}, {'broker': 'XL', 'net_lot': 2591, 'net_value': 502740900, 'avg_buy_price': None, 'avg_sell_price': 1940, 'category': 'Retail'}, {'broker': 'BS', 'net_lot': 2377, 'net_value': 453769300, 'avg_buy_price': None, 'avg_sell_price': 1909, 'category': 'Mix'}, {'broker': 'IF', 'net_lot': 2367, 'net_value': 418722300, 'avg_buy_price': None, 'avg_sell_price': 1769, 'category': 'Mix'}]"
