stock,top5_buyers,top5_sellers,net_volume,daily_summary,avg_buy_price_buyers,avg_sell_price_buyers,avg_buy_price_sellers,avg_sell_price_sellers
ESTI,"1. PD: 3,697 lot (75.42M) [Mix] | Avg Buy: 204
2. YP: 2,998 lot (59.96M) [Mix] | Avg Buy: 200
3. AI: 2,550 lot (47.17M) [Bandar] | Avg Buy: 185
4. DH: 1,918 lot (38.36M) [Bandar] | Avg Buy: 200
5. GR: 1,152 lot (22.81M) [Bandar] | Avg Buy: 198","1. AT: 6,927 lot (128.63M) [Bandar] | Avg Buy: 196 | Avg Sell: 187
2. XC: 5,054 lot (100.08M) [Retail] | Avg Sell: 198
3. CP: 1,474 lot (28.69M) [Mix] | Avg Sell: 195
4. SQ: 1,172 lot (22.97M) [Bandar] | Avg Sell: 196
5. OD: 956 lot (18.83M) [Bandar] | Avg Buy: 197 | Avg Sell: 197",-3268,"Buyer: Mix 54%, Seller: Bandar 58% | Avg Buy Price: 197 | Avg Sell Price: 195",197.4,,196.5,194.6
GGRM,"1. RX: 6,441 lot (10.80B) [Bandar] | Avg Buy: 16,762
2. PD: 924 lot (1.53B) [Mix] | Avg Buy: 16,547
3. BK: 879 lot (1.49B) [Bandar] | Avg Buy: 16,902 | Avg Sell: 16,328
4. YU: 611 lot (1.01B) [Bandar] | Avg Buy: 16,556
5. DP: 450 lot (762.57M) [Bandar] | Avg Buy: 16,946","1. XC: 1,552 lot (2.63B) [Retail] | Avg Sell: 16,916
2. CC: 1,446 lot (2.45B) [Mix] | Avg Sell: 16,920
3. MG: 1,440 lot (2.43B) [Mix] | Avg Buy: 16,608 | Avg Sell: 16,888
4. AK: 1,450 lot (2.40B) [Bandar] | Avg Sell: 16,584
5. DH: 836 lot (1.38B) [Bandar] | Avg Sell: 16,556",2581,"Buyer: Bandar 90%, Seller: Mix 43% | Avg Buy Price: 16,743 | Avg Sell Price: 16,773",16742.6,16328.0,16608.0,16772.8
HMSP,"1. BK: 204,949 lot (17.80B) [Bandar] | Avg Buy: 869 | Avg Sell: 883
2. ZP: 110,600 lot (9.70B) [Bandar] | Avg Buy: 877 | Avg Sell: 873
3. CC: 40,368 lot (3.55B) [Mix] | Avg Buy: 880
4. PD: 29,427 lot (2.53B) [Mix] | Avg Buy: 871 | Avg Sell: 881
5. NI: 25,087 lot (2.19B) [Bandar] | Avg Buy: 875","1. DX: 65,074 lot (5.72B) [Bandar] | Avg Sell: 878
2. KK: 62,715 lot (5.50B) [Bandar] | Avg Sell: 877
3. LG: 56,461 lot (4.89B) [Bandar] | Avg Sell: 866
4. DR: 42,472 lot (3.72B) [Retail] | Avg Sell: 875
5. OD: 37,882 lot (3.33B) [Bandar] | Avg Sell: 879",145827,"Buyer: Bandar 83%, Seller: Bandar 84% | Avg Buy Price: 874 | Avg Sell Price: 875",874.4,879.0,,875.0
INDS,"1. XL: 28,835 lot (2.93B) [Retail] | Avg Buy: 1,015
2. XC: 8,837 lot (882.34M) [Retail] | Avg Buy: 998
3. CC: 7,807 lot (801.25M) [Mix] | Avg Buy: 1,026
4. XA: 2,548 lot (268.78M) [Bandar] | Avg Buy: 1,055
5. HD: 2,000 lot (215.00M) [Bandar] | Avg Buy: 1,075","1. AZ: 27,046 lot (2.72B) [Retail] | Avg Sell: 1,005
2. DP: 11,000 lot (1.08B) [Bandar] | Avg Sell: 980
3. YP: 8,372 lot (906.55M) [Mix] | Avg Buy: 980 | Avg Sell: 1,075
4. ZP: 4,437 lot (458.88M) [Bandar] | Avg Sell: 1,034
5. GR: 1,635 lot (179.80M) [Bandar] | Avg Buy: 980 | Avg Sell: 1,075",-2463,"Buyer: Retail 75%, Seller: Retail 52% | Avg Buy Price: 1,034 | Avg Sell Price: 1,034",1033.8,,980.0,1033.8
INDY,"1. BK: 58,475 lot (19.54B) [Bandar] | Avg Buy: 3,341
2. MG: 14,818 lot (4.98B) [Mix] | Avg Buy: 3,361
3. XL: 14,239 lot (4.76B) [Retail] | Avg Buy: 3,345
4. PD: 13,166 lot (4.41B) [Mix] | Avg Buy: 3,317 | Avg Sell: 3,283
5. DX: 9,366 lot (3.09B) [Bandar] | Avg Buy: 3,296","1. AK: 47,446 lot (15.97B) [Bandar] | Avg Sell: 3,367
2. ZP: 45,500 lot (15.26B) [Bandar] | Avg Buy: 3,363 | Avg Sell: 3,356
3. YP: 14,654 lot (4.76B) [Mix] | Avg Buy: 3,359 | Avg Sell: 3,270
4. CC: 13,846 lot (4.66B) [Mix] | Avg Buy: 3,278 | Avg Sell: 3,345
5. GR: 9,295 lot (3.03B) [Bandar] | Avg Sell: 3,260",-20677,"Buyer: Bandar 62%, Seller: Bandar 78% | Avg Buy Price: 3,332 | Avg Sell Price: 3,320",3332.0,3283.0,3333.3333333333335,3319.6
JSMR,"1. AK: 16,734 lot (6.33B) [Bandar] | Avg Buy: 3,780 | Avg Sell: 3,684
2. BK: 15,733 lot (5.88B) [Bandar] | Avg Buy: 3,739
3. RF: 7,558 lot (2.85B) [Bandar] | Avg Buy: 3,769
4. XL: 3,507 lot (1.31B) [Retail] | Avg Buy: 3,731
5. NI: 3,463 lot (1.26B) [Bandar] | Avg Buy: 3,655 | Avg Sell: 3,785","1. KZ: 13,943 lot (5.13B) [Mix] | Avg Sell: 3,683
2. AO: 11,135 lot (4.16B) [Bandar] | Avg Sell: 3,734
3. YP: 10,856 lot (4.03B) [Mix] | Avg Sell: 3,708
4. KK: 5,374 lot (2.03B) [Bandar] | Avg Sell: 3,786
5. OD: 3,868 lot (1.46B) [Bandar] | Avg Sell: 3,769",1819,"Buyer: Bandar 93%, Seller: Mix 55% | Avg Buy Price: 3,735 | Avg Sell Price: 3,736",3734.8,3734.5,,3736.0
LPPF,"1. AK: 8,598 lot (1.63B) [Bandar] | Avg Buy: 1,900
2. YP: 3,161 lot (601.88M) [Mix] | Avg Buy: 1,904
3. GR: 2,300 lot (438.81M) [Bandar] | Avg Buy: 1,908
4. BK: 1,910 lot (365.41M) [Bandar] | Avg Buy: 1,909 | Avg Sell: 1,895
5. CP: 1,647 lot (312.47M) [Mix] | Avg Buy: 1,897","1. OD: 5,756 lot (1.10B) [Bandar] | Avg Buy: 1,893 | Avg Sell: 1,912
2. ZP: 3,212 lot (608.95M) [Bandar] | Avg Buy: 1,907 | Avg Sell: 1,898
3. NI: 1,734 lot (331.10M) [Bandar] | Avg Sell: 1,909
4. XL: 1,714 lot (328.17M) [Retail] | Avg Buy: 1,896 | Avg Sell: 1,903
5. XC: 1,598 lot (305.53M) [Retail] | Avg Sell: 1,912",3602,"Buyer: Bandar 73%, Seller: Bandar 76% | Avg Buy Price: 1,904 | Avg Sell Price: 1,907",1903.6,1895.0,1898.6666666666667,1906.8
MPMX,"1. NI: 6,506 lot (658.47M) [Bandar] | Avg Buy: 1,012
2. CC: 5,540 lot (557.88M) [Mix] | Avg Buy: 1,009 | Avg Sell: 1,019
3. BK: 3,992 lot (403.19M) [Bandar] | Avg Buy: 1,010
4. XL: 2,606 lot (258.94M) [Retail] | Avg Buy: 1,008 | Avg Sell: 1,018
5. AK: 2,330 lot (238.14M) [Bandar] | Avg Buy: 1,020 | Avg Sell: 1,012","1. KZ: 30,000 lot (3.02B) [Mix] | Avg Sell: 1,008
2. YP: 3,797 lot (388.94M) [Mix] | Avg Buy: 1,009 | Avg Sell: 1,020
3. AG: 790 lot (80.19M) [Bandar] | Avg Sell: 1,015
4. DR: 376 lot (37.48M) [Retail] | Avg Buy: 1,017 | Avg Sell: 1,010
5. KK: 266 lot (27.62M) [Bandar] | Avg Buy: 1,009 | Avg Sell: 1,022",-14255,"Buyer: Bandar 61%, Seller: Mix 96% | Avg Buy Price: 1,012 | Avg Sell Price: 1,015",1011.8,1016.3333333333334,1011.6666666666666,1015.0
PGAS,"1. KZ: 127,108 lot (28.00B) [Mix] | Avg Buy: 2,203 | Avg Sell: 2,200
2. YU: 73,010 lot (16.11B) [Bandar] | Avg Buy: 2,207
3. AK: 48,093 lot (10.68B) [Bandar] | Avg Buy: 2,214 | Avg Sell: 2,203
4. RX: 32,248 lot (7.13B) [Bandar] | Avg Buy: 2,211
5. CC: 27,622 lot (6.02B) [Mix] | Avg Buy: 2,195 | Avg Sell: 2,215","1. ZP: 70,883 lot (15.60B) [Bandar] | Avg Sell: 2,201
2. DH: 44,629 lot (9.90B) [Bandar] | Avg Sell: 2,219
3. BK: 32,653 lot (7.23B) [Bandar] | Avg Sell: 2,214
4. BB: 26,372 lot (5.82B) [Mix] | Avg Sell: 2,206
5. DP: 24,853 lot (5.50B) [Bandar] | Avg Sell: 2,212",108691,"Buyer: Mix 50%, Seller: Bandar 87% | Avg Buy Price: 2,206 | Avg Sell Price: 2,210",2206.0,2206.0,,2210.4
SGRO,"1. SA: 18,037 lot (14.11B) [Bandar] | Avg Buy: 7,825
2. PP: 620 lot (486.70M) [Bandar] | Avg Buy: 7,850
3. NI: 96 lot (75.36M) [Bandar] | Avg Buy: 7,850
4. ZP: 40 lot (31.43M) [Bandar] | Avg Buy: 7,850 | Avg Sell: 7,825
5. PD: 12 lot (9.62M) [Mix] | Avg Buy: 7,850 | Avg Sell: 7,825","1. BQ: 3,370 lot (2.64B) [Bandar] | Avg Sell: 7,825
2. BK: 3,148 lot (2.46B) [Bandar] | Avg Sell: 7,825
3. AF: 2,000 lot (1.56B) [Retail] | Avg Sell: 7,825
4. SQ: 1,360 lot (1.06B) [Bandar] | Avg Buy: 7,850 | Avg Sell: 7,825
5. XL: 1,091 lot (853.74M) [Retail] | Avg Sell: 7,825",7836,"Buyer: Bandar 100%, Seller: Bandar 72% | Avg Buy Price: 7,845 | Avg Sell Price: 7,825",7845.0,7825.0,7850.0,7825.0
