stock,top5_buyers,top5_sellers,net_volume,daily_summary,avg_buy_price_buyers,avg_sell_price_buyers,avg_buy_price_sellers,avg_sell_price_sellers,buyers_detail,sellers_detail
PANS,"1. ZP: 799 lot (120.65M) [Bandar] | Avg Buy: 1,510
2. CP: 240 lot (36.79M) [Mix] | Avg Buy: 1,533
3. EP: 166 lot (25.15M) [Mix] | Avg Buy: 1,515
4. SQ: 96 lot (14.74M) [Bandar] | Avg Buy: 1,535","1. XA: 598 lot (90.30M) [Bandar] | Avg Sell: 1,510
2. GR: 326 lot (49.48M) [Bandar] | Avg Sell: 1,518
3. AZ: 286 lot (43.90M) [Retail] | Avg Sell: 1,535
4. XL: 186 lot (28.16M) [Retail] | Avg Sell: 1,514
5. CC: 105 lot (16.12M) [Mix] | Avg Sell: 1,535",-200,"Buyer: Bandar 69%, Seller: Bandar 62% | Avg Buy Price: 1,523 | Avg Sell Price: 1,522",1523.25,,,1522.4,"[{'broker': 'ZP', 'net_lot': 799, 'net_value': 120649000, 'avg_buy_price': 1510, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'CP', 'net_lot': 240, 'net_value': 36790000, 'avg_buy_price': 1533, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'EP', 'net_lot': 166, 'net_value': 25149000, 'avg_buy_price': 1515, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'SQ', 'net_lot': 96, 'net_value': 14736000, 'avg_buy_price': 1535, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'XA', 'net_lot': 598, 'net_value': 90298000, 'avg_buy_price': None, 'avg_sell_price': 1510, 'category': 'Bandar'}, {'broker': 'GR', 'net_lot': 326, 'net_value': 49482600, 'avg_buy_price': None, 'avg_sell_price': 1518, 'category': 'Bandar'}, {'broker': 'AZ', 'net_lot': 286, 'net_value': 43901000, 'avg_buy_price': None, 'avg_sell_price': 1535, 'category': 'Retail'}, {'broker': 'XL', 'net_lot': 186, 'net_value': 28160400, 'avg_buy_price': None, 'avg_sell_price': 1514, 'category': 'Retail'}, {'broker': 'CC', 'net_lot': 105, 'net_value': 16117500, 'avg_buy_price': None, 'avg_sell_price': 1535, 'category': 'Mix'}]"
SCCO,"1. SQ: 224 lot (55.55M) [Bandar] | Avg Buy: 2,480
2. YU: 20 lot (5.06M) [Bandar] | Avg Buy: 2,530
3. AK: 10 lot (2.47M) [Bandar] | Avg Buy: 2,470","1. YJ: 100 lot (24.50M) [Retail] | Avg Sell: 2,450
2. DR: 51 lot (12.55M) [Retail] | Avg Sell: 2,461
3. CC: 43 lot (10.47M) [Mix] | Avg Sell: 2,434
4. AO: 25 lot (6.35M) [Bandar] | Avg Sell: 2,540",35,"Buyer: Bandar 100%, Seller: Retail 69% | Avg Buy Price: 2,493 | Avg Sell Price: 2,471",2493.3333333333335,,,2471.25,"[{'broker': 'SQ', 'net_lot': 224, 'net_value': 55552000, 'avg_buy_price': 2480, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'YU', 'net_lot': 20, 'net_value': 5060000, 'avg_buy_price': 2530, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'AK', 'net_lot': 10, 'net_value': 2470000, 'avg_buy_price': 2470, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'YJ', 'net_lot': 100, 'net_value': 24500000, 'avg_buy_price': None, 'avg_sell_price': 2450, 'category': 'Retail'}, {'broker': 'DR', 'net_lot': 51, 'net_value': 12551100, 'avg_buy_price': None, 'avg_sell_price': 2461, 'category': 'Retail'}, {'broker': 'CC', 'net_lot': 43, 'net_value': 10466200, 'avg_buy_price': None, 'avg_sell_price': 2434, 'category': 'Mix'}, {'broker': 'AO', 'net_lot': 25, 'net_value': 6350000, 'avg_buy_price': None, 'avg_sell_price': 2540, 'category': 'Bandar'}]"
WIIM,"1. PD: 24,406 lot (4.61B) [Mix] | Avg Buy: 1,891
2. ZP: 21,315 lot (3.89B) [Bandar] | Avg Buy: 1,826
3. XL: 19,691 lot (3.62B) [Retail] | Avg Buy: 1,840
4. CC: 17,940 lot (3.23B) [Mix] | Avg Buy: 1,798
5. AK: 11,745 lot (1.91B) [Bandar] | Avg Buy: 1,749 | Avg Sell: 1,885","1. SQ: 32,495 lot (5.87B) [Bandar] | Avg Sell: 1,807
2. CD: 27,674 lot (4.98B) [Bandar] | Avg Sell: 1,798
3. EP: 22,651 lot (3.91B) [Mix] | Avg Sell: 1,726
4. OD: 7,426 lot (1.30B) [Bandar] | Avg Sell: 1,757
5. TP: 5,538 lot (1.06B) [Bandar] | Avg Sell: 1,905",-687,"Buyer: Mix 45%, Seller: Bandar 76% | Avg Buy Price: 1,821 | Avg Sell Price: 1,799",1820.8,1885.0,,1798.6,"[{'broker': 'PD', 'net_lot': 24406, 'net_value': 4614006900, 'avg_buy_price': 1891, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'ZP', 'net_lot': 21315, 'net_value': 3891657700, 'avg_buy_price': 1826, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'XL', 'net_lot': 19691, 'net_value': 3623121500, 'avg_buy_price': 1840, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'CC', 'net_lot': 17940, 'net_value': 3226462200, 'avg_buy_price': 1798, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'AK', 'net_lot': 11745, 'net_value': 1910870100, 'avg_buy_price': 1749, 'avg_sell_price': 1885, 'category': 'Bandar'}]","[{'broker': 'SQ', 'net_lot': 32495, 'net_value': 5870896600, 'avg_buy_price': None, 'avg_sell_price': 1807, 'category': 'Bandar'}, {'broker': 'CD', 'net_lot': 27674, 'net_value': 4976553400, 'avg_buy_price': None, 'avg_sell_price': 1798, 'category': 'Bandar'}, {'broker': 'EP', 'net_lot': 22651, 'net_value': 3908898000, 'avg_buy_price': None, 'avg_sell_price': 1726, 'category': 'Mix'}, {'broker': 'OD', 'net_lot': 7426, 'net_value': 1304485000, 'avg_buy_price': None, 'avg_sell_price': 1757, 'category': 'Bandar'}, {'broker': 'TP', 'net_lot': 5538, 'net_value': 1055132200, 'avg_buy_price': None, 'avg_sell_price': 1905, 'category': 'Bandar'}]"
CASH,"1. XA: 35,264 lot (618.52M) [Bandar] | Avg Buy: 175
2. MG: 30,600 lot (549.30M) [Mix] | Avg Buy: 180
3. CP: 19,332 lot (351.43M) [Mix] | Avg Buy: 182
4. SQ: 5,628 lot (93.99M) [Bandar] | Avg Buy: 167
5. EP: 4,518 lot (78.16M) [Mix] | Avg Buy: 173","1. CC: 27,855 lot (503.33M) [Mix] | Avg Sell: 181
2. AO: 13,049 lot (243.22M) [Bandar] | Avg Buy: 168 | Avg Sell: 184
3. PD: 10,969 lot (185.38M) [Mix] | Avg Sell: 169
4. IN: 10,540 lot (179.94M) [Bandar] | Avg Sell: 171
5. NI: 9,036 lot (161.74M) [Bandar] | Avg Sell: 179",23893,"Buyer: Mix 57%, Seller: Mix 54% | Avg Buy Price: 175 | Avg Sell Price: 177",175.4,,168.0,176.8,"[{'broker': 'XA', 'net_lot': 35264, 'net_value': 618516200, 'avg_buy_price': 175, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'MG', 'net_lot': 30600, 'net_value': 549296000, 'avg_buy_price': 180, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'CP', 'net_lot': 19332, 'net_value': 351426800, 'avg_buy_price': 182, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'SQ', 'net_lot': 5628, 'net_value': 93987600, 'avg_buy_price': 167, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'EP', 'net_lot': 4518, 'net_value': 78161400, 'avg_buy_price': 173, 'avg_sell_price': None, 'category': 'Mix'}]","[{'broker': 'CC', 'net_lot': 27855, 'net_value': 503326800, 'avg_buy_price': None, 'avg_sell_price': 181, 'category': 'Mix'}, {'broker': 'AO', 'net_lot': 13049, 'net_value': 243223200, 'avg_buy_price': 168, 'avg_sell_price': 184, 'category': 'Bandar'}, {'broker': 'PD', 'net_lot': 10969, 'net_value': 185376100, 'avg_buy_price': None, 'avg_sell_price': 169, 'category': 'Mix'}, {'broker': 'IN', 'net_lot': 10540, 'net_value': 179936000, 'avg_buy_price': None, 'avg_sell_price': 171, 'category': 'Bandar'}, {'broker': 'NI', 'net_lot': 9036, 'net_value': 161744400, 'avg_buy_price': None, 'avg_sell_price': 179, 'category': 'Bandar'}]"
NASI,"1. YP: 45,682 lot (655.24M) [Mix] | Avg Buy: 143
2. FS: 26,000 lot (345.80M) [Bandar] | Avg Buy: 133
3. PG: 20,000 lot (304.00M) [Mix] | Avg Buy: 152
4. YU: 17,050 lot (248.59M) [Bandar] | Avg Buy: 146
5. IF: 12,000 lot (168.00M) [Mix] | Avg Buy: 140","1. CC: 27,553 lot (397.55M) [Mix] | Avg Sell: 144
2. XL: 28,419 lot (397.49M) [Retail] | Avg Sell: 140
3. PD: 24,654 lot (363.83M) [Mix] | Avg Sell: 148
4. XC: 22,009 lot (308.51M) [Retail] | Avg Sell: 140
5. KK: 13,014 lot (184.50M) [Bandar] | Avg Sell: 142",5083,"Buyer: Mix 64%, Seller: Mix 45% | Avg Buy Price: 143 | Avg Sell Price: 143",142.8,,,142.8,"[{'broker': 'YP', 'net_lot': 45682, 'net_value': 655242000, 'avg_buy_price': 143, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'FS', 'net_lot': 26000, 'net_value': 345800000, 'avg_buy_price': 133, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'PG', 'net_lot': 20000, 'net_value': 304000000, 'avg_buy_price': 152, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'YU', 'net_lot': 17050, 'net_value': 248585000, 'avg_buy_price': 146, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'IF', 'net_lot': 12000, 'net_value': 168000000, 'avg_buy_price': 140, 'avg_sell_price': None, 'category': 'Mix'}]","[{'broker': 'CC', 'net_lot': 27553, 'net_value': 397554500, 'avg_buy_price': None, 'avg_sell_price': 144, 'category': 'Mix'}, {'broker': 'XL', 'net_lot': 28419, 'net_value': 397490300, 'avg_buy_price': None, 'avg_sell_price': 140, 'category': 'Retail'}, {'broker': 'PD', 'net_lot': 24654, 'net_value': 363827900, 'avg_buy_price': None, 'avg_sell_price': 148, 'category': 'Mix'}, {'broker': 'XC', 'net_lot': 22009, 'net_value': 308506300, 'avg_buy_price': None, 'avg_sell_price': 140, 'category': 'Retail'}, {'broker': 'KK', 'net_lot': 13014, 'net_value': 184495800, 'avg_buy_price': None, 'avg_sell_price': 142, 'category': 'Bandar'}]"
ADMR,"1. ZP: 113,909 lot (20.73B) [Bandar] | Avg Buy: 1,820
2. AK: 114,116 lot (20.66B) [Bandar] | Avg Buy: 1,811
3. CC: 111,115 lot (19.87B) [Mix] | Avg Buy: 1,818 | Avg Sell: 1,885
4. OD: 88,990 lot (16.03B) [Bandar] | Avg Buy: 1,801
5. BQ: 37,400 lot (6.93B) [Bandar] | Avg Buy: 1,852","1. NI: 86,164 lot (15.14B) [Bandar] | Avg Buy: 1,883 | Avg Sell: 1,789
2. YB: 64,393 lot (11.61B) [Retail] | Avg Sell: 1,803
3. BK: 58,393 lot (11.40B) [Bandar] | Avg Buy: 1,813 | Avg Sell: 1,892
4. XL: 62,744 lot (11.36B) [Retail] | Avg Buy: 1,874 | Avg Sell: 1,818
5. DX: 49,301 lot (8.78B) [Bandar] | Avg Buy: 1,895 | Avg Sell: 1,782",144535,"Buyer: Bandar 76%, Seller: Bandar 60% | Avg Buy Price: 1,820 | Avg Sell Price: 1,817",1820.4,1885.0,1866.25,1816.8,"[{'broker': 'ZP', 'net_lot': 113909, 'net_value': 20727225700, 'avg_buy_price': 1820, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'AK', 'net_lot': 114116, 'net_value': 20660719800, 'avg_buy_price': 1811, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'CC', 'net_lot': 111115, 'net_value': 19868849300, 'avg_buy_price': 1818, 'avg_sell_price': 1885, 'category': 'Mix'}, {'broker': 'OD', 'net_lot': 88990, 'net_value': 16026266000, 'avg_buy_price': 1801, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'BQ', 'net_lot': 37400, 'net_value': 6927902300, 'avg_buy_price': 1852, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'NI', 'net_lot': 86164, 'net_value': 15135305800, 'avg_buy_price': 1883, 'avg_sell_price': 1789, 'category': 'Bandar'}, {'broker': 'YB', 'net_lot': 64393, 'net_value': 11611736300, 'avg_buy_price': None, 'avg_sell_price': 1803, 'category': 'Retail'}, {'broker': 'BK', 'net_lot': 58393, 'net_value': 11399007900, 'avg_buy_price': 1813, 'avg_sell_price': 1892, 'category': 'Bandar'}, {'broker': 'XL', 'net_lot': 62744, 'net_value': 11355680800, 'avg_buy_price': 1874, 'avg_sell_price': 1818, 'category': 'Retail'}, {'broker': 'DX', 'net_lot': 49301, 'net_value': 8782986100, 'avg_buy_price': 1895, 'avg_sell_price': 1782, 'category': 'Bandar'}]"
ELPI,"1. CC: 4,176 lot (536.20M) [Mix] | Avg Buy: 1,284
2. GR: 3,830 lot (496.37M) [Bandar] | Avg Buy: 1,296
3. ZP: 3,451 lot (434.14M) [Bandar] | Avg Buy: 1,258
4. KK: 2,118 lot (275.34M) [Bandar] | Avg Buy: 1,300
5. LG: 1,190 lot (142.44M) [Bandar] | Avg Buy: 1,197","1. AZ: 6,031 lot (736.39M) [Retail] | Avg Sell: 1,221
2. XL: 5,095 lot (646.05M) [Retail] | Avg Sell: 1,268
3. CP: 2,838 lot (355.89M) [Mix] | Avg Sell: 1,254
4. DR: 1,065 lot (128.23M) [Retail] | Avg Sell: 1,204
5. RO: 806 lot (106.80M) [Bandar] | Avg Sell: 1,325",-1070,"Buyer: Bandar 72%, Seller: Retail 77% | Avg Buy Price: 1,267 | Avg Sell Price: 1,254",1267.0,,,1254.4,"[{'broker': 'CC', 'net_lot': 4176, 'net_value': 536198400, 'avg_buy_price': 1284, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'GR', 'net_lot': 3830, 'net_value': 496368000, 'avg_buy_price': 1296, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'ZP', 'net_lot': 3451, 'net_value': 434135800, 'avg_buy_price': 1258, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'KK', 'net_lot': 2118, 'net_value': 275340000, 'avg_buy_price': 1300, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'LG', 'net_lot': 1190, 'net_value': 142443000, 'avg_buy_price': 1197, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'AZ', 'net_lot': 6031, 'net_value': 736385100, 'avg_buy_price': None, 'avg_sell_price': 1221, 'category': 'Retail'}, {'broker': 'XL', 'net_lot': 5095, 'net_value': 646046000, 'avg_buy_price': None, 'avg_sell_price': 1268, 'category': 'Retail'}, {'broker': 'CP', 'net_lot': 2838, 'net_value': 355885200, 'avg_buy_price': None, 'avg_sell_price': 1254, 'category': 'Mix'}, {'broker': 'DR', 'net_lot': 1065, 'net_value': 128226000, 'avg_buy_price': None, 'avg_sell_price': 1204, 'category': 'Retail'}, {'broker': 'RO', 'net_lot': 806, 'net_value': 106795000, 'avg_buy_price': None, 'avg_sell_price': 1325, 'category': 'Bandar'}]"
KDTN,"1. YB: 23,136 lot (2.72B) [Retail] | Avg Buy: 1,174
2. AK: 3,174 lot (379.82M) [Bandar] | Avg Buy: 1,197
3. PI: 2,400 lot (289.44M) [Retail] | Avg Buy: 1,206
4. BK: 2,420 lot (287.98M) [Bandar] | Avg Buy: 1,190
5. AI: 1,000 lot (126.20M) [Bandar] | Avg Buy: 1,234 | Avg Sell: 1,178","1. XL: 9,848 lot (1.15B) [Retail] | Avg Sell: 1,166
2. CC: 4,749 lot (564.06M) [Mix] | Avg Sell: 1,188
3. IF: 4,102 lot (488.96M) [Mix] | Avg Sell: 1,192
4. LG: 2,964 lot (364.64M) [Bandar] | Avg Buy: 1,141 | Avg Sell: 1,225
5. ZP: 1,646 lot (198.06M) [Bandar] | Avg Sell: 1,203",8821,"Buyer: Retail 79%, Seller: Retail 42% | Avg Buy Price: 1,200 | Avg Sell Price: 1,195",1200.2,1178.0,1141.0,1194.8,"[{'broker': 'YB', 'net_lot': 23136, 'net_value': 2715571800, 'avg_buy_price': 1174, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'AK', 'net_lot': 3174, 'net_value': 379822100, 'avg_buy_price': 1197, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'PI', 'net_lot': 2400, 'net_value': 289440000, 'avg_buy_price': 1206, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'BK', 'net_lot': 2420, 'net_value': 287976000, 'avg_buy_price': 1190, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'AI', 'net_lot': 1000, 'net_value': 126200000, 'avg_buy_price': 1234, 'avg_sell_price': 1178, 'category': 'Bandar'}]","[{'broker': 'XL', 'net_lot': 9848, 'net_value': 1147839700, 'avg_buy_price': None, 'avg_sell_price': 1166, 'category': 'Retail'}, {'broker': 'CC', 'net_lot': 4749, 'net_value': 564062200, 'avg_buy_price': None, 'avg_sell_price': 1188, 'category': 'Mix'}, {'broker': 'IF', 'net_lot': 4102, 'net_value': 488958400, 'avg_buy_price': None, 'avg_sell_price': 1192, 'category': 'Mix'}, {'broker': 'LG', 'net_lot': 2964, 'net_value': 364644000, 'avg_buy_price': 1141, 'avg_sell_price': 1225, 'category': 'Bandar'}, {'broker': 'ZP', 'net_lot': 1646, 'net_value': 198060600, 'avg_buy_price': None, 'avg_sell_price': 1203, 'category': 'Bandar'}]"
HBAT,"1. AO: 9,217 lot (370.96M) [Bandar] | Avg Buy: 402
2. AZ: 4,351 lot (172.11M) [Retail] | Avg Buy: 396
3. YJ: 1,094 lot (45.18M) [Retail] | Avg Buy: 413
4. YP: 607 lot (28.18M) [Mix] | Avg Buy: 410 | Avg Sell: 373
5. OD: 500 lot (20.10M) [Bandar] | Avg Buy: 402","1. PG: 5,353 lot (218.40M) [Mix] | Avg Sell: 408
2. CC: 4,521 lot (183.64M) [Mix] | Avg Sell: 406
3. XC: 2,480 lot (96.22M) [Retail] | Avg Sell: 388
4. XA: 1,230 lot (46.99M) [Bandar] | Avg Sell: 382
5. MG: 1,198 lot (46.95M) [Mix] | Avg Sell: 392",987,"Buyer: Bandar 62%, Seller: Mix 75% | Avg Buy Price: 405 | Avg Sell Price: 395",404.6,373.0,,395.2,"[{'broker': 'AO', 'net_lot': 9217, 'net_value': 370959600, 'avg_buy_price': 402, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'AZ', 'net_lot': 4351, 'net_value': 172107900, 'avg_buy_price': 396, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'YJ', 'net_lot': 1094, 'net_value': 45182200, 'avg_buy_price': 413, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'YP', 'net_lot': 607, 'net_value': 28176300, 'avg_buy_price': 410, 'avg_sell_price': 373, 'category': 'Mix'}, {'broker': 'OD', 'net_lot': 500, 'net_value': 20100000, 'avg_buy_price': 402, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'PG', 'net_lot': 5353, 'net_value': 218402400, 'avg_buy_price': None, 'avg_sell_price': 408, 'category': 'Mix'}, {'broker': 'CC', 'net_lot': 4521, 'net_value': 183635400, 'avg_buy_price': None, 'avg_sell_price': 406, 'category': 'Mix'}, {'broker': 'XC', 'net_lot': 2480, 'net_value': 96224000, 'avg_buy_price': None, 'avg_sell_price': 388, 'category': 'Retail'}, {'broker': 'XA', 'net_lot': 1230, 'net_value': 46986000, 'avg_buy_price': None, 'avg_sell_price': 382, 'category': 'Bandar'}, {'broker': 'MG', 'net_lot': 1198, 'net_value': 46947600, 'avg_buy_price': None, 'avg_sell_price': 392, 'category': 'Mix'}]"
GRIA,"1. OD: 38,473 lot (497.16M) [Bandar] | Avg Buy: 129
2. BR: 16,100 lot (206.56M) [Bandar] | Avg Buy: 128
3. AZ: 11,647 lot (149.58M) [Retail] | Avg Buy: 128
4. XA: 10,636 lot (138.85M) [Bandar] | Avg Buy: 131
5. PC: 5,000 lot (64.00M) [Bandar] | Avg Buy: 128","1. BQ: 39,497 lot (505.56M) [Bandar] | Avg Sell: 128
2. PD: 18,245 lot (237.15M) [Mix] | Avg Sell: 130
3. YP: 10,667 lot (136.54M) [Mix] | Avg Sell: 128
4. KK: 3,369 lot (44.37M) [Bandar] | Avg Buy: 129 | Avg Sell: 131
5. MG: 3,100 lot (40.30M) [Mix] | Avg Buy: 130 | Avg Sell: 130",6978,"Buyer: Bandar 86%, Seller: Bandar 57% | Avg Buy Price: 129 | Avg Sell Price: 129",128.8,,129.5,129.4,"[{'broker': 'OD', 'net_lot': 38473, 'net_value': 497158000, 'avg_buy_price': 129, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'BR', 'net_lot': 16100, 'net_value': 206560000, 'avg_buy_price': 128, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'AZ', 'net_lot': 11647, 'net_value': 149581600, 'avg_buy_price': 128, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'XA', 'net_lot': 10636, 'net_value': 138854400, 'avg_buy_price': 131, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'PC', 'net_lot': 5000, 'net_value': 64000000, 'avg_buy_price': 128, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'BQ', 'net_lot': 39497, 'net_value': 505561600, 'avg_buy_price': None, 'avg_sell_price': 128, 'category': 'Bandar'}, {'broker': 'PD', 'net_lot': 18245, 'net_value': 237148800, 'avg_buy_price': None, 'avg_sell_price': 130, 'category': 'Mix'}, {'broker': 'YP', 'net_lot': 10667, 'net_value': 136537600, 'avg_buy_price': None, 'avg_sell_price': 128, 'category': 'Mix'}, {'broker': 'KK', 'net_lot': 3369, 'net_value': 44372300, 'avg_buy_price': 129, 'avg_sell_price': 131, 'category': 'Bandar'}, {'broker': 'MG', 'net_lot': 3100, 'net_value': 40300000, 'avg_buy_price': 130, 'avg_sell_price': 130, 'category': 'Mix'}]"
CYBR,"1. AK: 18,167 lot (2.97B) [Bandar] | Avg Buy: 1,632
2. YP: 7,351 lot (1.18B) [Mix] | Avg Buy: 1,610
3. AI: 5,500 lot (867.35M) [Bandar] | Avg Buy: 1,577
4. DP: 5,000 lot (806.00M) [Bandar] | Avg Buy: 1,612
5. XL: 2,524 lot (403.44M) [Retail] | Avg Buy: 1,598","1. CC: 14,655 lot (2.36B) [Mix] | Avg Sell: 1,613
2. BK: 10,299 lot (1.68B) [Bandar] | Avg Sell: 1,628
3. TP: 7,363 lot (1.15B) [Bandar] | Avg Sell: 1,561
4. NI: 4,770 lot (739.35M) [Bandar] | Avg Sell: 1,550
5. MG: 531 lot (84.11M) [Mix] | Avg Sell: 1,584",924,"Buyer: Bandar 74%, Seller: Bandar 60% | Avg Buy Price: 1,606 | Avg Sell Price: 1,587",1605.8,,,1587.2,"[{'broker': 'AK', 'net_lot': 18167, 'net_value': 2965387400, 'avg_buy_price': 1632, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'YP', 'net_lot': 7351, 'net_value': 1183650400, 'avg_buy_price': 1610, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'AI', 'net_lot': 5500, 'net_value': 867350000, 'avg_buy_price': 1577, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'DP', 'net_lot': 5000, 'net_value': 806000000, 'avg_buy_price': 1612, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'XL', 'net_lot': 2524, 'net_value': 403442000, 'avg_buy_price': 1598, 'avg_sell_price': None, 'category': 'Retail'}]","[{'broker': 'CC', 'net_lot': 14655, 'net_value': 2363828400, 'avg_buy_price': None, 'avg_sell_price': 1613, 'category': 'Mix'}, {'broker': 'BK', 'net_lot': 10299, 'net_value': 1676210200, 'avg_buy_price': None, 'avg_sell_price': 1628, 'category': 'Bandar'}, {'broker': 'TP', 'net_lot': 7363, 'net_value': 1149518600, 'avg_buy_price': None, 'avg_sell_price': 1561, 'category': 'Bandar'}, {'broker': 'NI', 'net_lot': 4770, 'net_value': 739350000, 'avg_buy_price': None, 'avg_sell_price': 1550, 'category': 'Bandar'}, {'broker': 'MG', 'net_lot': 531, 'net_value': 84113600, 'avg_buy_price': None, 'avg_sell_price': 1584, 'category': 'Mix'}]"
ERAL,"1. CC: 45,964 lot (1.58B) [Mix] | Avg Buy: 344
2. BK: 42,317 lot (1.47B) [Bandar] | Avg Buy: 348
3. XL: 36,350 lot (1.26B) [Retail] | Avg Buy: 347
4. AK: 23,905 lot (813.64M) [Bandar] | Avg Buy: 342 | Avg Sell: 356
5. ZP: 16,865 lot (585.90M) [Bandar] | Avg Buy: 347","1. YP: 82,395 lot (2.84B) [Mix] | Avg Sell: 344
2. AO: 57,918 lot (2.07B) [Bandar] | Avg Sell: 358
3. SQ: 22,597 lot (735.78M) [Bandar] | Avg Buy: 356 | Avg Sell: 338
4. PD: 11,467 lot (405.84M) [Mix] | Avg Sell: 354
5. KK: 8,663 lot (297.01M) [Bandar] | Avg Sell: 343",-17639,"Buyer: Bandar 50%, Seller: Mix 51% | Avg Buy Price: 346 | Avg Sell Price: 347",345.6,356.0,356.0,347.4,"[{'broker': 'CC', 'net_lot': 45964, 'net_value': 1582378000, 'avg_buy_price': 344, 'avg_sell_price': None, 'category': 'Mix'}, {'broker': 'BK', 'net_lot': 42317, 'net_value': 1471495900, 'avg_buy_price': 348, 'avg_sell_price': None, 'category': 'Bandar'}, {'broker': 'XL', 'net_lot': 36350, 'net_value': 1260458700, 'avg_buy_price': 347, 'avg_sell_price': None, 'category': 'Retail'}, {'broker': 'AK', 'net_lot': 23905, 'net_value': 813639400, 'avg_buy_price': 342, 'avg_sell_price': 356, 'category': 'Bandar'}, {'broker': 'ZP', 'net_lot': 16865, 'net_value': 585897000, 'avg_buy_price': 347, 'avg_sell_price': None, 'category': 'Bandar'}]","[{'broker': 'YP', 'net_lot': 82395, 'net_value': 2837329000, 'avg_buy_price': None, 'avg_sell_price': 344, 'category': 'Mix'}, {'broker': 'AO', 'net_lot': 57918, 'net_value': 2073464400, 'avg_buy_price': None, 'avg_sell_price': 358, 'category': 'Bandar'}, {'broker': 'SQ', 'net_lot': 22597, 'net_value': 735776000, 'avg_buy_price': 356, 'avg_sell_price': 338, 'category': 'Bandar'}, {'broker': 'PD', 'net_lot': 11467, 'net_value': 405835200, 'avg_buy_price': None, 'avg_sell_price': 354, 'category': 'Mix'}, {'broker': 'KK', 'net_lot': 8663, 'net_value': 297014800, 'avg_buy_price': None, 'avg_sell_price': 343, 'category': 'Bandar'}]"
