stock,top5_buyers,top5_sellers,net_volume,daily_summary,avg_buy_price_buyers,avg_sell_price_buyers,avg_buy_price_sellers,avg_sell_price_sellers
POWR,"1. AK: 27,926 lot (2.06B) [Bandar] | Avg Buy: 738
2. CC: 22,964 lot (1.69B) [Mix] | Avg Buy: 737
3. BK: 11,528 lot (849.61M) [Bandar] | Avg Buy: 737
4. BB: 10,885 lot (808.76M) [Mix] | Avg Buy: 743
5. ZP: 9,778 lot (723.57M) [Bandar] | Avg Buy: 740","1. LG: 19,954 lot (1.47B) [Bandar] | Avg Sell: 737
2. KK: 17,469 lot (1.28B) [Bandar] | Avg Sell: 732
3. YP: 11,415 lot (846.99M) [Mix] | Avg Sell: 742
4. XL: 9,068 lot (669.22M) [Retail] | Avg Sell: 738
5. NI: 8,207 lot (605.68M) [Bandar] | Avg Sell: 738",16968,"Buyer: Bandar 59%, Seller: Bandar 69% | Avg Buy Price: 739 | Avg Sell Price: 737",739.0,,,737.4
HRTA,"1. XL: 54,133 lot (17.80B) [Retail] | Avg Buy: 3,288
2. YP: 46,360 lot (15.13B) [Mix] | Avg Buy: 3,263
3. XC: 30,109 lot (9.94B) [Retail] | Avg Buy: 3,301
4. SQ: 19,633 lot (6.43B) [Bandar] | Avg Buy: 3,277
5. EP: 15,962 lot (5.19B) [Mix] | Avg Buy: 3,252","1. AK: 96,321 lot (31.68B) [Bandar] | Avg Sell: 3,289
2. LG: 25,109 lot (8.26B) [Bandar] | Avg Sell: 3,288
3. BB: 21,059 lot (6.84B) [Mix] | Avg Sell: 3,248
4. CC: 19,030 lot (6.29B) [Mix] | Avg Sell: 3,307
5. ZP: 16,689 lot (5.46B) [Bandar] | Avg Sell: 3,269",-12011,"Buyer: Retail 51%, Seller: Bandar 78% | Avg Buy Price: 3,276 | Avg Sell Price: 3,280",3276.2,,,3280.2
GHON,"1. YU: 100 lot (17.85M) [Bandar] | Avg Buy: 1,785","1. EP: 90 lot (16.07M) [Mix] | Avg Sell: 1,785",10,"Buyer: Bandar 100%, Seller: Mix 100% | Avg Buy Price: 1,785 | Avg Sell Price: 1,785",1785.0,,,1785.0
INPS,"1. YJ: 2,324 lot (171.98M) [Retail] | Avg Buy: 740
2. XL: 1,289 lot (95.39M) [Retail] | Avg Buy: 740
3. AZ: 415 lot (30.71M) [Retail] | Avg Buy: 740","1. AO: 1,500 lot (111.00M) [Bandar] | Avg Sell: 740
2. SQ: 1,000 lot (74.00M) [Bandar] | Avg Sell: 740
3. MG: 969 lot (71.71M) [Mix] | Avg Sell: 740
4. XA: 366 lot (27.08M) [Bandar] | Avg Sell: 740
5. DR: 200 lot (14.80M) [Retail] | Avg Sell: 740",-7,"Buyer: Retail 100%, Seller: Bandar 71% | Avg Buy Price: 740 | Avg Sell Price: 740",740.0,,,740.0
SPTO,"1. SQ: 10,036 lot (652.34M) [Bandar] | Avg Buy: 650
2. XL: 9,170 lot (594.22M) [Retail] | Avg Buy: 648","1. GR: 38,185 lot (2.47B) [Bandar] | Avg Sell: 648
2. YB: 848 lot (55.37M) [Retail] | Avg Sell: 653
3. CP: 600 lot (39.00M) [Mix] | Avg Sell: 650
4. YP: 453 lot (29.22M) [Mix] | Avg Sell: 645
5. DH: 49 lot (3.19M) [Bandar] | Avg Sell: 650",-20929,"Buyer: Bandar 52%, Seller: Bandar 95% | Avg Buy Price: 649 | Avg Sell Price: 649",649.0,,,649.2
CLAY,"1. AZ: 400 lot (116.96M) [Retail] | Avg Buy: 2,924
2. SH: 397 lot (114.22M) [Bandar] | Avg Buy: 2,877
3. TP: 256 lot (72.86M) [Bandar] | Avg Buy: 2,846
4. RG: 236 lot (67.35M) [Bandar] | Avg Buy: 2,854
5. RO: 213 lot (61.02M) [Bandar] | Avg Buy: 2,865","1. SA: 368 lot (105.58M) [Bandar] | Avg Sell: 2,869
2. PC: 335 lot (97.95M) [Bandar] | Avg Sell: 2,924
3. YJ: 320 lot (91.33M) [Retail] | Avg Sell: 2,854
4. CC: 51 lot (14.32M) [Mix] | Avg Sell: 2,807
5. BK: 8 lot (2.27M) [Bandar] | Avg Sell: 2,839",420,"Buyer: Bandar 73%, Seller: Bandar 66% | Avg Buy Price: 2,873 | Avg Sell Price: 2,859",2873.2,,,2858.6
JAYA,"1. BQ: 9,087 lot (144.48M) [Bandar] | Avg Buy: 159
2. YP: 7,965 lot (126.64M) [Mix] | Avg Buy: 159
3. CC: 7,006 lot (111.40M) [Mix] | Avg Buy: 159
4. NI: 6,892 lot (109.58M) [Bandar] | Avg Buy: 159
5. XC: 6,679 lot (106.20M) [Retail] | Avg Buy: 159","1. XA: 17,666 lot (280.89M) [Bandar] | Avg Sell: 159
2. LG: 16,849 lot (267.90M) [Bandar] | Avg Sell: 159
3. XL: 8,468 lot (134.64M) [Retail] | Avg Sell: 159",-5354,"Buyer: Bandar 42%, Seller: Bandar 80% | Avg Buy Price: 159 | Avg Sell Price: 159",159.0,,,159.0
ELPI,"1. CP: 1,539 lot (279.33M) [Mix] | Avg Buy: 1,815
2. ZP: 1,484 lot (265.64M) [Bandar] | Avg Buy: 1,790
3. SQ: 1,045 lot (200.33M) [Bandar] | Avg Buy: 1,917
4. MG: 1,003 lot (175.22M) [Mix] | Avg Buy: 1,747
5. AZ: 572 lot (107.88M) [Retail] | Avg Buy: 1,886","1. BK: 2,169 lot (392.81M) [Bandar] | Avg Sell: 1,811
2. RF: 1,000 lot (184.80M) [Bandar] | Avg Sell: 1,848
3. AK: 860 lot (163.31M) [Bandar] | Avg Sell: 1,899
4. YP: 329 lot (58.63M) [Mix] | Avg Sell: 1,782
5. KK: 312 lot (54.91M) [Bandar] | Avg Sell: 1,760",973,"Buyer: Mix 45%, Seller: Bandar 93% | Avg Buy Price: 1,831 | Avg Sell Price: 1,820",1831.0,,,1820.0
DGNS,"1. PG: 7,887 lot (239.76M) [Mix] | Avg Buy: 304
2. DH: 7,175 lot (217.40M) [Bandar] | Avg Buy: 303
3. FZ: 7,000 lot (217.00M) [Bandar] | Avg Buy: 310
4. NI: 1,977 lot (61.88M) [Bandar] | Avg Buy: 313
5. YP: 1,665 lot (50.12M) [Mix] | Avg Buy: 301","1. YJ: 8,000 lot (243.20M) [Retail] | Avg Sell: 304
2. MG: 4,050 lot (122.31M) [Mix] | Avg Sell: 302
3. DR: 2,493 lot (74.54M) [Retail] | Avg Sell: 299
4. XA: 1,882 lot (58.91M) [Bandar] | Avg Sell: 313
5. XL: 1,384 lot (41.94M) [Retail] | Avg Sell: 303",7895,"Buyer: Bandar 63%, Seller: Retail 67% | Avg Buy Price: 306 | Avg Sell Price: 304",306.2,,,304.2
ADMF,"1. PD: 223 lot (192.83M) [Mix] | Avg Buy: 8,647
2. MG: 200 lot (172.50M) [Mix] | Avg Buy: 8,625
3. DH: 179 lot (154.53M) [Bandar] | Avg Buy: 8,633
4. CC: 56 lot (48.28M) [Mix] | Avg Buy: 8,622
5. BQ: 50 lot (43.12M) [Bandar] | Avg Buy: 8,625","1. XL: 189 lot (163.37M) [Retail] | Avg Sell: 8,644
2. TP: 150 lot (129.38M) [Bandar] | Avg Sell: 8,625
3. SQ: 118 lot (102.07M) [Bandar] | Avg Sell: 8,650
4. YB: 101 lot (87.36M) [Retail] | Avg Sell: 8,650
5. YP: 55 lot (47.31M) [Mix] | Avg Sell: 8,602",95,"Buyer: Mix 68%, Seller: Retail 47% | Avg Buy Price: 8,630 | Avg Sell Price: 8,634",8630.4,,,8634.2
