stock,top5_buyers,top5_sellers,net_volume,daily_summary,avg_buy_price_buyers,avg_sell_price_buyers,avg_buy_price_sellers,avg_sell_price_sellers
SGRO,"1. SA: 6,219 lot (4.87B) [Bandar] | Avg Buy: 7,825
2. RX: 534 lot (419.19M) [Bandar] | Avg Buy: 7,850
3. XL: 183 lot (143.66M) [Retail] | Avg Buy: 7,850
4. HP: 10 lot (7.85M) [Bandar] | Avg Buy: 7,850","1. BK: 2,096 lot (1.64B) [Bandar] | Avg Sell: 7,825
2. SQ: 1,520 lot (1.19B) [Bandar] | Avg Sell: 7,825
3. RF: 965 lot (757.52M) [Bandar] | Avg Sell: 7,850
4. PG: 800 lot (626.00M) [Mix] | Avg Sell: 7,825
5. LG: 401 lot (313.78M) [Bandar] | Avg Sell: 7,825",1164,"Buyer: Bandar 97%, Seller: Bandar 86% | Avg Buy Price: 7,844 | Avg Sell Price: 7,830",7843.75,,,7830.0
SILO,"1. CC: 4,673 lot (1.31B) [Mix] | Avg Buy: 2,798
2. KZ: 824 lot (229.90M) [Mix] | Avg Buy: 2,790
3. CP: 608 lot (167.99M) [Mix] | Avg Buy: 2,763
4. YU: 550 lot (152.19M) [Bandar] | Avg Buy: 2,767
5. YP: 484 lot (134.94M) [Mix] | Avg Buy: 2,788","1. DX: 3,980 lot (1.11B) [Bandar] | Avg Sell: 2,793
2. SQ: 1,514 lot (422.41M) [Bandar] | Avg Sell: 2,790
3. BB: 901 lot (251.47M) [Mix] | Avg Sell: 2,791
4. ZP: 778 lot (217.06M) [Bandar] | Avg Sell: 2,790
5. PD: 262 lot (73.31M) [Mix] | Avg Sell: 2,798",-296,"Buyer: Mix 92%, Seller: Bandar 84% | Avg Buy Price: 2,781 | Avg Sell Price: 2,792",2781.2,,,2792.4
SMAR,"1. AZ: 1,000 lot (550.00M) [Retail] | Avg Buy: 5,500
2. BB: 468 lot (257.40M) [Mix] | Avg Buy: 5,500
3. KZ: 346 lot (192.10M) [Mix] | Avg Buy: 5,552
4. AI: 130 lot (72.15M) [Bandar] | Avg Buy: 5,550
5. KK: 100 lot (55.62M) [Bandar] | Avg Buy: 5,562","1. QA: 600 lot (330.06M) [Bandar] | Avg Sell: 5,501
2. FZ: 510 lot (280.70M) [Bandar] | Avg Sell: 5,504
3. AT: 368 lot (202.55M) [Bandar] | Avg Sell: 5,504
4. LG: 184 lot (102.58M) [Bandar] | Avg Sell: 5,575
5. YP: 149 lot (82.40M) [Mix] | Avg Sell: 5,530",233,"Buyer: Retail 49%, Seller: Bandar 92% | Avg Buy Price: 5,533 | Avg Sell Price: 5,523",5532.8,,,5522.8
WIIM,"1. PD: 11,563 lot (2.32B) [Mix] | Avg Buy: 2,004
2. GR: 4,942 lot (1.00B) [Bandar] | Avg Buy: 2,029
3. AI: 1,379 lot (271.80M) [Bandar] | Avg Buy: 1,971
4. DR: 1,000 lot (196.70M) [Retail] | Avg Buy: 1,967
5. YJ: 741 lot (149.16M) [Retail] | Avg Buy: 2,013","1. AK: 10,147 lot (2.03B) [Bandar] | Avg Sell: 2,002
2. CC: 4,781 lot (955.24M) [Mix] | Avg Sell: 1,998
3. XL: 2,629 lot (526.85M) [Retail] | Avg Sell: 2,004
4. ZP: 1,580 lot (321.85M) [Bandar] | Avg Sell: 2,037
5. TP: 853 lot (172.82M) [Bandar] | Avg Sell: 2,026",-365,"Buyer: Mix 59%, Seller: Bandar 63% | Avg Buy Price: 1,997 | Avg Sell Price: 2,013",1996.8,,,2013.4
WINS,"1. CC: 6,754 lot (355.94M) [Mix] | Avg Buy: 527
2. NI: 6,040 lot (316.50M) [Bandar] | Avg Buy: 524
3. BK: 4,093 lot (216.11M) [Bandar] | Avg Buy: 528
4. AK: 1,545 lot (80.80M) [Bandar] | Avg Buy: 523
5. KI: 649 lot (35.05M) [Bandar] | Avg Buy: 540","1. XL: 7,707 lot (407.70M) [Retail] | Avg Sell: 529
2. SQ: 5,010 lot (263.02M) [Bandar] | Avg Sell: 525
3. YU: 1,950 lot (99.45M) [Bandar] | Avg Sell: 510
4. YB: 1,383 lot (73.44M) [Retail] | Avg Sell: 531
5. KK: 1,072 lot (56.60M) [Bandar] | Avg Sell: 528",1959,"Buyer: Bandar 65%, Seller: Retail 53% | Avg Buy Price: 528 | Avg Sell Price: 525",528.4,,,524.6
TUGU,"1. AG: 5,808 lot (732.39M) [Bandar] | Avg Buy: 1,261
2. PD: 4,747 lot (596.70M) [Mix] | Avg Buy: 1,257
3. CC: 3,540 lot (440.73M) [Mix] | Avg Buy: 1,245
4. TP: 3,116 lot (383.27M) [Bandar] | Avg Buy: 1,230
5. BK: 1,428 lot (176.79M) [Bandar] | Avg Buy: 1,238","1. XC: 4,677 lot (588.37M) [Retail] | Avg Sell: 1,258
2. YP: 4,335 lot (541.01M) [Mix] | Avg Sell: 1,248
3. XL: 2,523 lot (313.36M) [Retail] | Avg Sell: 1,242
4. KK: 1,881 lot (234.00M) [Bandar] | Avg Sell: 1,244
5. ZP: 1,617 lot (201.64M) [Bandar] | Avg Sell: 1,247",3606,"Buyer: Bandar 56%, Seller: Retail 48% | Avg Buy Price: 1,246 | Avg Sell Price: 1,248",1246.2,,,1247.8
PLAN,"1. MG: 31,600 lot (265.44M) [Mix] | Avg Buy: 84
2. CP: 26,023 lot (215.99M) [Mix] | Avg Buy: 83
3. XC: 11,886 lot (92.71M) [Retail] | Avg Buy: 78
4. YP: 8,103 lot (63.20M) [Mix] | Avg Buy: 78
5. OD: 6,386 lot (51.09M) [Bandar] | Avg Buy: 80","1. AO: 78,824 lot (670.00M) [Bandar] | Avg Sell: 85
2. NI: 8,920 lot (68.68M) [Bandar] | Avg Sell: 77
3. YB: 5,990 lot (44.33M) [Retail] | Avg Sell: 74
4. XL: 5,026 lot (40.21M) [Retail] | Avg Sell: 80
5. IF: 2,500 lot (20.75M) [Mix] | Avg Sell: 83",-17262,"Buyer: Mix 78%, Seller: Bandar 87% | Avg Buy Price: 81 | Avg Sell Price: 80",80.6,,,79.8
NASI,"1. AK: 33,468 lot (599.08M) [Bandar] | Avg Buy: 179
2. QA: 8,711 lot (155.06M) [Bandar] | Avg Buy: 178
3. YP: 6,691 lot (119.10M) [Mix] | Avg Buy: 178
4. ZP: 6,075 lot (109.35M) [Bandar] | Avg Buy: 180
5. IF: 6,000 lot (108.00M) [Mix] | Avg Buy: 180","1. XL: 33,481 lot (602.66M) [Retail] | Avg Sell: 180
2. MG: 18,876 lot (339.77M) [Mix] | Avg Sell: 180
3. GR: 8,874 lot (156.18M) [Bandar] | Avg Sell: 176
4. CC: 4,394 lot (79.53M) [Mix] | Avg Sell: 181
5. KK: 4,427 lot (78.80M) [Bandar] | Avg Sell: 178",-9107,"Buyer: Bandar 79%, Seller: Retail 48% | Avg Buy Price: 179 | Avg Sell Price: 179",179.0,,,179.0
HAJJ,"1. MG: 5,422 lot (83.50M) [Mix] | Avg Buy: 154
2. BK: 2,494 lot (38.41M) [Bandar] | Avg Buy: 154
3. ZP: 2,465 lot (37.96M) [Bandar] | Avg Buy: 154
4. NI: 1,862 lot (28.30M) [Bandar] | Avg Buy: 152
5. CP: 1,035 lot (15.84M) [Mix] | Avg Buy: 153","1. XL: 8,962 lot (137.12M) [Retail] | Avg Sell: 153
2. YP: 3,322 lot (51.49M) [Mix] | Avg Sell: 155
3. PI: 600 lot (9.18M) [Retail] | Avg Sell: 153
4. LS: 467 lot (7.19M) [Retail] | Avg Sell: 154
5. EL: 250 lot (3.83M) [Bandar] | Avg Sell: 153",-323,"Buyer: Bandar 51%, Seller: Retail 74% | Avg Buy Price: 153 | Avg Sell Price: 154",153.4,,,153.6
GRPM,"1. SQ: 4,091 lot (149.73M) [Bandar] | Avg Buy: 366
2. QA: 2,685 lot (92.10M) [Bandar] | Avg Buy: 343
3. AK: 2,191 lot (79.75M) [Bandar] | Avg Buy: 364
4. XC: 2,158 lot (78.77M) [Retail] | Avg Buy: 365
5. YP: 1,868 lot (68.00M) [Mix] | Avg Buy: 364","1. PD: 5,019 lot (183.70M) [Mix] | Avg Sell: 366
2. LG: 4,940 lot (180.80M) [Bandar] | Avg Sell: 366
3. CC: 2,492 lot (90.96M) [Mix] | Avg Sell: 365
4. XL: 1,570 lot (55.26M) [Retail] | Avg Sell: 352
5. GR: 1,299 lot (47.54M) [Bandar] | Avg Sell: 366",-2327,"Buyer: Bandar 69%, Seller: Mix 49% | Avg Buy Price: 360 | Avg Sell Price: 363",360.4,,,363.0
AADI,"1. NI: 45,361 lot (36.10B) [Bandar] | Avg Buy: 7,959
2. CC: 16,013 lot (12.74B) [Mix] | Avg Buy: 7,953
3. ZP: 11,859 lot (9.43B) [Bandar] | Avg Buy: 7,951
4. SQ: 7,463 lot (5.93B) [Bandar] | Avg Buy: 7,943
5. AI: 5,770 lot (4.59B) [Bandar] | Avg Buy: 7,948","1. RF: 70,576 lot (55.95B) [Bandar] | Avg Sell: 7,928
2. LG: 51,544 lot (40.81B) [Bandar] | Avg Sell: 7,918
3. TP: 275 lot (218.87M) [Bandar] | Avg Sell: 7,959
4. DX: 199 lot (159.58M) [Bandar] | Avg Sell: 8,019
5. AF: 200 lot (158.00M) [Retail] | Avg Sell: 7,900",-36328,"Buyer: Bandar 81%, Seller: Bandar 100% | Avg Buy Price: 7,951 | Avg Sell Price: 7,945",7950.8,,,7944.8
AYLS,"1. MG: 4,240 lot (122.11M) [Mix] | Avg Buy: 288
2. XL: 2,840 lot (81.79M) [Retail] | Avg Buy: 288
3. AK: 2,436 lot (69.67M) [Bandar] | Avg Buy: 286","1. LG: 2,960 lot (84.95M) [Bandar] | Avg Sell: 287
2. AZ: 2,790 lot (78.40M) [Retail] | Avg Sell: 281
3. XC: 1,433 lot (41.27M) [Retail] | Avg Sell: 288
4. YP: 1,279 lot (36.58M) [Mix] | Avg Sell: 286
5. CC: 836 lot (24.16M) [Mix] | Avg Sell: 289",218,"Buyer: Mix 45%, Seller: Retail 45% | Avg Buy Price: 287 | Avg Sell Price: 286",287.3333333333333,,,286.2
MSJA,"1. AZ: 28,881 lot (1.15B) [Retail] | Avg Buy: 397
2. MG: 20,270 lot (800.66M) [Mix] | Avg Buy: 395
3. ZP: 12,224 lot (487.74M) [Bandar] | Avg Buy: 399
4. CC: 11,714 lot (469.73M) [Mix] | Avg Buy: 401
5. YB: 3,214 lot (129.52M) [Retail] | Avg Buy: 403","1. IN: 64,870 lot (2.59B) [Bandar] | Avg Sell: 399
2. XL: 7,190 lot (285.44M) [Retail] | Avg Sell: 397
3. BK: 6,416 lot (252.15M) [Bandar] | Avg Sell: 393
4. PD: 2,511 lot (99.18M) [Mix] | Avg Sell: 395
5. AK: 1,431 lot (56.38M) [Bandar] | Avg Sell: 394",-6115,"Buyer: Retail 42%, Seller: Bandar 88% | Avg Buy Price: 399 | Avg Sell Price: 396",399.0,,,395.6
AGII,"1. AK: 6,988 lot (1.56B) [Bandar] | Avg Buy: 2,230
2. HP: 3,250 lot (721.50M) [Bandar] | Avg Buy: 2,220
3. BB: 3,247 lot (721.48M) [Mix] | Avg Buy: 2,222
4. AI: 2,023 lot (460.43M) [Bandar] | Avg Buy: 2,276
5. XC: 1,021 lot (229.01M) [Retail] | Avg Buy: 2,243","1. PD: 11,104 lot (2.47B) [Mix] | Avg Sell: 2,228
2. CP: 3,134 lot (710.48M) [Mix] | Avg Sell: 2,267
3. TP: 2,613 lot (581.13M) [Bandar] | Avg Sell: 2,224
4. CC: 737 lot (164.94M) [Mix] | Avg Sell: 2,238
5. OD: 478 lot (106.83M) [Bandar] | Avg Sell: 2,235",-1537,"Buyer: Bandar 74%, Seller: Mix 83% | Avg Buy Price: 2,238 | Avg Sell Price: 2,238",2238.2,,,2238.4
